"ID";"WijkenEnBuurten";"Codering_3";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66"
"1784";"WK010606  ";"WK010606  ";"    1240";"    2810";"    1100"
"1785";"BU01060600";"BU01060600";"     200";"     420";"     150"
"1786";"BU01060601";"BU01060601";"     300";"     760";"     320"
"1787";"BU01060602";"BU01060602";"     460";"     990";"     320"
"1788";"BU01060603";"BU01060603";"     280";"     630";"     320"
"1789";"BU01060604";"BU01060604";"       .";"       .";"       ."
"1790";"WK010607  ";"WK010607  ";"    2040";"    4590";"    2880"
"1791";"BU01060700";"BU01060700";"      40";"      60";"      30"
"1792";"BU01060701";"BU01060701";"      80";"     270";"     330"
"1793";"BU01060702";"BU01060702";"      70";"     190";"     210"
"1794";"BU01060703";"BU01060703";"     190";"     480";"     200"
"1795";"BU01060704";"BU01060704";"     190";"     410";"     260"
"1796";"BU01060705";"BU01060705";"     110";"     350";"     230"
"1797";"BU01060706";"BU01060706";"      90";"     340";"     260"
"1798";"BU01060707";"BU01060707";"     310";"     470";"     200"
"1799";"BU01060708";"BU01060708";"     170";"     300";"     160"
"1800";"BU01060709";"BU01060709";"     130";"     420";"     220"
"1801";"BU01060710";"BU01060710";"     380";"     790";"     610"
"1802";"BU01060711";"BU01060711";"     160";"     290";"      90"
"1803";"BU01060712";"BU01060712";"      30";"      70";"      40"
"1804";"BU01060713";"BU01060713";"       .";"       .";"       ."
"1805";"BU01060714";"BU01060714";"       .";"       .";"       ."
"1806";"BU01060715";"BU01060715";"      70";"      80";"      30"
"1807";"BU01060716";"BU01060716";"       .";"       .";"       ."
"1808";"BU01060717";"BU01060717";"      30";"      40";"      10"
"1809";"WK010608  ";"WK010608  ";"    1570";"    3380";"    3190"
"1810";"BU01060800";"BU01060800";"     120";"     250";"     180"
"1811";"BU01060801";"BU01060801";"     120";"     270";"     250"
"1812";"BU01060802";"BU01060802";"      50";"     130";"     100"
"1813";"BU01060803";"BU01060803";"     130";"     260";"     250"
"1814";"BU01060804";"BU01060804";"     150";"     290";"     420"
"1815";"BU01060805";"BU01060805";"     140";"     380";"     220"
"1816";"BU01060806";"BU01060806";"      80";"     140";"      90"
"1817";"BU01060807";"BU01060807";"     150";"     270";"     260"
"1818";"BU01060808";"BU01060808";"      50";"     160";"     190"
"1819";"BU01060809";"BU01060809";"      90";"     210";"     180"
"1820";"BU01060810";"BU01060810";"     110";"     360";"     210"
"1821";"BU01060811";"BU01060811";"       .";"       .";"       ."
"1822";"BU01060812";"BU01060812";"       .";"       .";"       ."
"1823";"BU01060813";"BU01060813";"      20";"      10";"      10"
"1824";"BU01060814";"BU01060814";"       .";"       .";"       ."
"1825";"BU01060815";"BU01060815";"     170";"     250";"     420"
"1826";"BU01060816";"BU01060816";"     200";"     360";"     340"
"1827";"BU01060817";"BU01060817";"      10";"      40";"      20"
"1828";"WK010699  ";"WK010699  ";"     230";"     410";"     250"
"1829";"BU01069900";"BU01069900";"      30";"      70";"      90"
"1830";"BU01069901";"BU01069901";"       .";"       .";"       ."
"1831";"BU01069902";"BU01069902";"       .";"       .";"       ."
"1832";"BU01069903";"BU01069903";"      10";"      30";"      10"
"1833";"BU01069904";"BU01069904";"      40";"      30";"      10"
"1834";"BU01069905";"BU01069905";"       .";"       .";"       ."
"1835";"BU01069906";"BU01069906";"      10";"      20";"      10"
"1836";"BU01069907";"BU01069907";"       .";"       .";"       ."
"1837";"BU01069908";"BU01069908";"      20";"      30";"      10"
"1838";"BU01069909";"BU01069909";"      20";"      40";"      30"
"1839";"BU01069910";"BU01069910";"       .";"       .";"       ."
"1840";"BU01069911";"BU01069911";"      40";"      20";"      20"
"1841";"BU01069912";"BU01069912";"      10";"      30";"      10"
"1842";"BU01069913";"BU01069913";"      30";"      20";"      20"
"1843";"BU01069914";"BU01069914";"       .";"       .";"       ."
"1844";"BU01069915";"BU01069915";"      10";"      20";"      20"
"1845";"BU01069916";"BU01069916";"       .";"       .";"       ."
"1846";"BU01069917";"BU01069917";"       .";"       .";"       ."
"1847";"GM0743    ";"GM0743    ";"    3920";"    5700";"    3060"
"1848";"WK074300  ";"WK074300  ";"    2980";"    4190";"    2480"
"1849";"BU07430000";"BU07430000";"    2250";"    2990";"    1680"
"1850";"BU07430001";"BU07430001";"     500";"     870";"     550"
"1851";"BU07430002";"BU07430002";"     150";"     180";"     170"
"1852";"BU07430008";"BU07430008";"      30";"      60";"      30"
"1853";"BU07430009";"BU07430009";"      40";"      90";"      70"
"1854";"WK074301  ";"WK074301  ";"     610";"    1000";"     340"
"1855";"BU07430100";"BU07430100";"     370";"     560";"     200"
"1856";"BU07430109";"BU07430109";"     240";"     440";"     140"
"1857";"WK074302  ";"WK074302  ";"     270";"     430";"     190"
"1858";"BU07430200";"BU07430200";"     130";"     240";"     100"
"1859";"BU07430209";"BU07430209";"     140";"     200";"      80"
"1860";"WK074308  ";"WK074308  ";"      50";"      60";"      20"
"1861";"BU07430809";"BU07430809";"      50";"      60";"      20"
"1862";"WK074309  ";"WK074309  ";"       .";"       .";"       ."
"1863";"BU07430909";"BU07430909";"       .";"       .";"       ."
"1864";"GM0744    ";"GM0744    ";"    1820";"    2240";"    1040"
"1865";"WK074400  ";"WK074400  ";"    1460";"    1790";"     890"
"1866";"BU07440000";"BU07440000";"     680";"     830";"     460"
"1867";"BU07440001";"BU07440001";"      20";"      20";"      20"
"1868";"BU07440002";"BU07440002";"     270";"     380";"     120"
"1869";"BU07440009";"BU07440009";"     490";"     560";"     290"
"1870";"WK074401  ";"WK074401  ";"     310";"     390";"     140"
"1871";"BU07440100";"BU07440100";"     220";"     100";"      80"
"1872";"BU07440109";"BU07440109";"      90";"     290";"      70"
"1873";"WK074402  ";"WK074402  ";"      40";"      50";"      20"
"1874";"BU07440209";"BU07440209";"      40";"      50";"      20"
"1875";"GM0308    ";"GM0308    ";"    4610";"    7010";"    6540"
"1876";"WK030800  ";"WK030800  ";"    1930";"    3380";"    3350"
"1877";"BU03080000";"BU03080000";"     330";"     450";"     580"
"1878";"BU03080001";"BU03080001";"     110";"     200";"     330"
"1879";"BU03080002";"BU03080002";"      80";"     180";"     360"
"1880";"BU03080003";"BU03080003";"     380";"     670";"     690"
"1881";"BU03080004";"BU03080004";"     330";"     750";"     570"
"1882";"BU03080005";"BU03080005";"     620";"     900";"     440"
"1883";"BU03080006";"BU03080006";"      50";"     100";"     260"
"1884";"BU03080007";"BU03080007";"      50";"     140";"     110"
"1885";"WK030801  ";"WK030801  ";"    2100";"    2970";"    2350"
"1886";"BU03080100";"BU03080100";"      90";"     310";"     330"
"1887";"BU03080101";"BU03080101";"     460";"     660";"     320"
"1888";"BU03080102";"BU03080102";"     250";"     370";"     260"
"1889";"BU03080103";"BU03080103";"     480";"     500";"     500"
"1890";"BU03080104";"BU03080104";"     470";"     540";"     440"
"1891";"BU03080105";"BU03080105";"     330";"     550";"     450"
"1892";"BU03080109";"BU03080109";"      50";"      50";"      20"
"1893";"WK030802  ";"WK030802  ";"     140";"     320";"     570"
"1894";"BU03080200";"BU03080200";"     110";"     220";"     460"
"1895";"BU03080201";"BU03080201";"      30";"     110";"     110"
"1896";"WK030804  ";"WK030804  ";"     540";"     200";"     110"
"1897";"BU03080400";"BU03080400";"       .";"       .";"       ."
"1898";"BU03080401";"BU03080401";"       .";"       .";"       ."
"1899";"WK030805  ";"WK030805  ";"      50";"      60";"      90"
"1900";"BU03080500";"BU03080500";"      50";"      60";"      70"
"1901";"BU03080501";"BU03080501";"       .";"       0";"      30"
"1902";"GM0489    ";"GM0489    ";"    9790";"   14900";"   11650"
"1903";"WK048901  ";"WK048901  ";"     340";"     470";"     310"
"1904";"BU04890101";"BU04890101";"      50";"     140";"      90"
"1905";"BU04890102";"BU04890102";"     110";"     130";"     100"
"1906";"BU04890103";"BU04890103";"     180";"     200";"     120"
"1907";"WK048902  ";"WK048902  ";"     690";"     720";"     410"
"1908";"BU04890204";"BU04890204";"     140";"     180";"     110"
"1909";"BU04890205";"BU04890205";"     170";"     220";"      80"
"1910";"BU04890206";"BU04890206";"     150";"     190";"     130"
"1911";"BU04890207";"BU04890207";"     210";"     140";"      90"
"1912";"WK048903  ";"WK048903  ";"     210";"     370";"     190"
"1913";"BU04890308";"BU04890308";"     210";"     370";"     190"
"1914";"WK048904  ";"WK048904  ";"     270";"     630";"     720"
"1915";"BU04890409";"BU04890409";"     180";"     470";"     490"
"1916";"BU04890410";"BU04890410";"      80";"     160";"     230"
"1917";"WK048905  ";"WK048905  ";"     770";"     790";"    1130"
"1918";"BU04890511";"BU04890511";"     220";"     160";"     410"
"1919";"BU04890512";"BU04890512";"     390";"     390";"     390"
"1920";"BU04890513";"BU04890513";"     180";"     350";"     200"
"1921";"WK048906  ";"WK048906  ";"     310";"     580";"     420"
"1922";"BU04890614";"BU04890614";"     310";"     580";"     420"
"1923";"WK048907  ";"WK048907  ";"     410";"     610";"     490"
"1924";"BU04890715";"BU04890715";"     410";"     610";"     490"
"1925";"WK048908  ";"WK048908  ";"     560";"    1010";"     630"
"1926";"BU04890816";"BU04890816";"     390";"     550";"     390"
"1927";"BU04890817";"BU04890817";"     170";"     450";"     240"
"1928";"WK048909  ";"WK048909  ";"     960";"    1680";"    1330"
"1929";"BU04890918";"BU04890918";"     200";"     380";"     300"
"1930";"BU04890919";"BU04890919";"     230";"     440";"     320"
"1931";"BU04890920";"BU04890920";"     100";"     260";"     300"
"1932";"BU04890921";"BU04890921";"     130";"     130";"     100"
"1933";"BU04890922";"BU04890922";"     290";"     470";"     330"
"1934";"WK048910  ";"WK048910  ";"     100";"     210";"     110"
"1935";"BU04891023";"BU04891023";"     100";"     210";"     110"
"1936";"WK048911  ";"WK048911  ";"     280";"     470";"     400"
"1937";"BU04891124";"BU04891124";"     280";"     470";"     400"
"1938";"WK048912  ";"WK048912  ";"     350";"     480";"     390"
"1939";"BU04891225";"BU04891225";"     200";"     170";"     140"
"1940";"BU04891226";"BU04891226";"      50";"     130";"     140"
"1941";"BU04891227";"BU04891227";"     100";"     190";"     110"
"1942";"WK048913  ";"WK048913  ";"     140";"     230";"     270"
"1943";"BU04891328";"BU04891328";"     140";"     230";"     270"
"1944";"WK048914  ";"WK048914  ";"    1430";"    1850";"    1320"
"1945";"BU04891429";"BU04891429";"     230";"     350";"     230"
"1946";"BU04891430";"BU04891430";"     320";"     400";"     310"
"1947";"BU04891431";"BU04891431";"     610";"     650";"     510"
"1948";"BU04891432";"BU04891432";"     270";"     450";"     270"
"1949";"WK048915  ";"WK048915  ";"     380";"     650";"     390"
"1950";"BU04891533";"BU04891533";"     380";"     650";"     390"
"1951";"WK048916  ";"WK048916  ";"     300";"     520";"     450"
"1952";"BU04891634";"BU04891634";"     300";"     520";"     450"
"1953";"WK048917  ";"WK048917  ";"     150";"     250";"     200"
"1954";"BU04891735";"BU04891735";"     150";"     250";"     200"
"1955";"WK048918  ";"WK048918  ";"     250";"     510";"     350"
"1956";"BU04891836";"BU04891836";"     250";"     510";"     350"
"1957";"WK048919  ";"WK048919  ";"     260";"     340";"     300"
"1958";"BU04891937";"BU04891937";"     260";"     340";"     300"
"1959";"WK048920  ";"WK048920  ";"    1100";"    1770";"    1070"
"1960";"BU04892039";"BU04892039";"    1100";"    1770";"    1070"
"1961";"WK048930  ";"WK048930  ";"      50";"      70";"      30"
"1962";"BU04893050";"BU04893050";"       .";"       .";"       ."
"1963";"BU04893051";"BU04893051";"       .";"       .";"       ."
"1964";"BU04893052";"BU04893052";"       .";"       .";"       ."
"1965";"BU04893053";"BU04893053";"       .";"       .";"       ."
"1966";"BU04893054";"BU04893054";"       .";"       .";"       ."
"1967";"WK048931  ";"WK048931  ";"     500";"     760";"     590"
"1968";"BU04893160";"BU04893160";"      10";"      20";"       0"
"1969";"BU04893161";"BU04893161";"      20";"      40";"      10"
"1970";"BU04893162";"BU04893162";"      50";"      60";"      50"
"1971";"BU04893163";"BU04893163";"      90";"     120";"     120"
"1972";"BU04893164";"BU04893164";"     340";"     510";"     430"
"1973";"WK048950  ";"WK048950  ";"      30";"      40";"      10"
"1974";"BU04895070";"BU04895070";"       .";"       .";"       ."
"1975";"BU04895071";"BU04895071";"       .";"       .";"       ."
"1976";"BU04895072";"BU04895072";"       .";"       .";"       ."
"1977";"BU04895073";"BU04895073";"       .";"       .";"       ."
"1978";"BU04895074";"BU04895074";"       .";"       .";"       ."
"1979";"BU04895075";"BU04895075";"       .";"       .";"       ."
"1980";"BU04895076";"BU04895076";"       .";"       .";"       ."
"1981";"BU04895077";"BU04895077";"       .";"       .";"       ."
"1982";"BU04895078";"BU04895078";"       .";"       .";"       ."
"1983";"BU04895080";"BU04895080";"       .";"       .";"       ."
"1984";"BU04895081";"BU04895081";"       .";"       .";"       ."
"1985";"BU04895082";"BU04895082";"       .";"       .";"       ."
"1986";"BU04895083";"BU04895083";"       .";"       .";"       ."
"1987";"BU04895084";"BU04895084";"       .";"       .";"       ."
"1988";"GM0203    ";"GM0203    ";"   13640";"   19230";"    8970"
"1989";"WK020354  ";"WK020354  ";"    7810";"   11240";"    5440"
"1990";"BU02035400";"BU02035400";"     570";"     680";"     240"
"1991";"BU02035401";"BU02035401";"     310";"     660";"     280"
"1992";"BU02035402";"BU02035402";"     150";"     230";"     120"
"1993";"BU02035403";"BU02035403";"     360";"     310";"     130"
"1994";"BU02035404";"BU02035404";"     640";"     690";"     240"
"1995";"BU02035405";"BU02035405";"     230";"     450";"     220"
"1996";"BU02035406";"BU02035406";"     240";"     280";"      80"
"1997";"BU02035407";"BU02035407";"     350";"     430";"     210"
"1998";"BU02035408";"BU02035408";"    1230";"    1360";"     550"
"1999";"BU02035409";"BU02035409";"     390";"     610";"     250"
"2000";"BU02035410";"BU02035410";"     710";"     670";"     180"
"2001";"BU02035411";"BU02035411";"     630";"     900";"     400"
"2002";"BU02035412";"BU02035412";"     680";"    1320";"     620"
"2003";"BU02035413";"BU02035413";"       .";"       .";"       ."
"2004";"BU02035414";"BU02035414";"     790";"    1450";"    1000"
"2005";"BU02035415";"BU02035415";"     500";"    1160";"     950"
"2006";"BU02035425";"BU02035425";"       .";"       .";"       ."
"2007";"BU02035426";"BU02035426";"       .";"       .";"       ."
"2008";"WK020355  ";"WK020355  ";"    2410";"    3550";"    1820"
"2009";"BU02035530";"BU02035530";"     390";"     860";"     510"
"2010";"BU02035531";"BU02035531";"     130";"     140";"     130"
"2011";"BU02035532";"BU02035532";"     200";"     220";"      50"
"2012";"BU02035533";"BU02035533";"     100";"     160";"      50"
"2013";"BU02035534";"BU02035534";"      70";"      90";"      70"
"2014";"BU02035535";"BU02035535";"     420";"     380";"     180"
"2015";"BU02035536";"BU02035536";"     120";"     140";"      30"
"2016";"BU02035537";"BU02035537";"     180";"     260";"     110"
"2017";"BU02035538";"BU02035538";"     270";"     310";"     160"
"2018";"BU02035539";"BU02035539";"     300";"     560";"     290"
"2019";"BU02035540";"BU02035540";"     110";"     200";"     100"
"2020";"BU02035541";"BU02035541";"      90";"     230";"     160"
"2021";"WK020356  ";"WK020356  ";"    1640";"    1700";"     480"
"2022";"BU02035650";"BU02035650";"    1060";"     960";"     310"
"2023";"BU02035651";"BU02035651";"     490";"     590";"     120"
"2024";"BU02035652";"BU02035652";"      80";"     180";"      40"
"2025";"WK020357  ";"WK020357  ";"     460";"     790";"     330"
"2026";"BU02035780";"BU02035780";"     200";"     240";"     180"
"2027";"BU02035781";"BU02035781";"     260";"     540";"     160"
"2028";"WK020358  ";"WK020358  ";"     390";"     530";"     220"
"2029";"BU02035875";"BU02035875";"     190";"     290";"     130"
"2030";"BU02035876";"BU02035876";"     150";"     150";"      60"
"2031";"BU02035877";"BU02035877";"      60";"      90";"      20"
"2032";"WK020359  ";"WK020359  ";"     480";"     510";"     200"
"2033";"BU02035960";"BU02035960";"     290";"     280";"     130"
"2034";"BU02035961";"BU02035961";"     190";"     230";"      70"
"2035";"WK020360  ";"WK020360  ";"     230";"     560";"     250"
"2036";"BU02036070";"BU02036070";"     100";"     270";"     110"
"2037";"BU02036071";"BU02036071";"     130";"     290";"     130"
"2038";"WK020361  ";"WK020361  ";"     130";"     190";"     110"
"2039";"BU02036190";"BU02036190";"      70";"     110";"      50"
"2040";"BU02036191";"BU02036191";"      70";"      80";"      60"
"2041";"WK020362  ";"WK020362  ";"      70";"      90";"      70"
"2042";"BU02036265";"BU02036265";"      30";"      40";"      50"
"2043";"BU02036266";"BU02036266";"      30";"      50";"      20"
"2044";"WK020363  ";"WK020363  ";"      30";"      50";"      30"
"2045";"BU02036395";"BU02036395";"      30";"      50";"      30"
"2046";"GM0888    ";"GM0888    ";"    3340";"    5220";"    3600"
"2047";"WK088800  ";"WK088800  ";"    2940";"    4640";"    3160"
"2048";"BU08880000";"BU08880000";"    1880";"    2670";"    1780"
"2049";"BU08880001";"BU08880001";"     460";"     810";"     590"
"2050";"BU08880002";"BU08880002";"     600";"    1160";"     790"
"2051";"WK088801  ";"WK088801  ";"     400";"     580";"     440"
"2052";"BU08880100";"BU08880100";"      60";"     130";"     110"
"2053";"BU08880101";"BU08880101";"     250";"     320";"     250"
"2054";"BU08880102";"BU08880102";"      30";"      60";"      40"
"2055";"BU08880103";"BU08880103";"      60";"      40";"      20"
"2056";"BU08880109";"BU08880109";"       0";"      20";"      10"
"2057";"GM1954    ";"GM1954    ";"    7710";"   11680";"    7750"
"2058";"WK195400  ";"WK195400  ";"    1970";"    2620";"    1410"
"2059";"BU19540000";"BU19540000";"    1220";"    1620";"     620"
"2060";"BU19540001";"BU19540001";"     160";"     220";"     200"
"2061";"BU19540002";"BU19540002";"     180";"     240";"     210"
"2062";"BU19540003";"BU19540003";"     410";"     530";"     330"
"2063";"BU19540009";"BU19540009";"      10";"      10";"      40"
"2064";"WK195401  ";"WK195401  ";"    1650";"    1970";"    1200"
"2065";"BU19540100";"BU19540100";"    1110";"    1380";"     850"
"2066";"BU19540101";"BU19540101";"     290";"     200";"     130"
"2067";"BU19540102";"BU19540102";"       .";"       .";"       ."
"2068";"BU19540103";"BU19540103";"     180";"     400";"     180"
"2069";"BU19540104";"BU19540104";"       .";"       .";"       ."
"2070";"WK195402  ";"WK195402  ";"     270";"     570";"     440"
"2071";"BU19540200";"BU19540200";"     200";"     450";"     360"
"2072";"BU19540201";"BU19540201";"      70";"     110";"      80"
"2073";"WK195403  ";"WK195403  ";"     760";"    1310";"     870"
"2074";"BU19540300";"BU19540300";"     660";"    1030";"     670"
"2075";"BU19540301";"BU19540301";"      40";"      90";"      80"
"2076";"BU19540302";"BU19540302";"      60";"     190";"     120"
"2077";"WK195404  ";"WK195404  ";"     520";"    1080";"     800"
"2078";"BU19540400";"BU19540400";"     350";"     790";"     550"
"2079";"BU19540401";"BU19540401";"     160";"     240";"     210"
"2080";"BU19540402";"BU19540402";"      10";"      40";"      40"
"2081";"WK195405  ";"WK195405  ";"    1190";"    2080";"    1520"
"2082";"BU19540500";"BU19540500";"     320";"     480";"     290"
"2083";"BU19540501";"BU19540501";"     390";"     660";"     460"
"2084";"BU19540502";"BU19540502";"     210";"     330";"     200"
"2085";"BU19540503";"BU19540503";"      60";"     150";"     220"
"2086";"BU19540504";"BU19540504";"      20";"      20";"      70"
"2087";"BU19540505";"BU19540505";"     150";"     380";"     250"
"2088";"BU19540509";"BU19540509";"      20";"      40";"      60"
"2089";"WK195406  ";"WK195406  ";"    1330";"    2050";"    1540"
"2090";"BU19540600";"BU19540600";"     320";"     560";"     330"
"2091";"BU19540601";"BU19540601";"     670";"    1130";"     920"
"2092";"BU19540602";"BU19540602";"      20";"      60";"      50"
"2093";"BU19540603";"BU19540603";"     300";"     310";"     250"
"2094";"GM0370    ";"GM0370    ";"    1800";"    3310";"    2280"
"2095";"WK037000  ";"WK037000  ";"    1230";"    2430";"    1350"
"2096";"BU03700000";"BU03700000";"     810";"    1560";"     780"
"2097";"BU03700001";"BU03700001";"     110";"     140";"      70"
"2098";"BU03700002";"BU03700002";"      60";"     130";"      80"
"2099";"BU03700003";"BU03700003";"      30";"      40";"      20"
"2100";"BU03700006";"BU03700006";"      70";"     240";"     210"
"2101";"BU03700007";"BU03700007";"      50";"     130";"      50"
"2102";"BU03700008";"BU03700008";"      30";"      80";"      40"
"2103";"BU03700009";"BU03700009";"      60";"     110";"     120"
"2104";"WK037001  ";"WK037001  ";"     570";"     890";"     920"
"2105";"BU03700100";"BU03700100";"     500";"     750";"     840"
"2106";"BU03700109";"BU03700109";"      70";"     140";"      80"
"2107";"GM0889    ";"GM0889    ";"    3570";"    4510";"    2180"
"2108";"WK088900  ";"WK088900  ";"    3040";"    3690";"    1600"
"2109";"BU08890000";"BU08890000";"    1640";"    2080";"     910"
"2110";"BU08890001";"BU08890001";"    1370";"    1540";"     660"
"2111";"BU08890008";"BU08890008";"      20";"      50";"      10"
"2112";"BU08890009";"BU08890009";"       .";"       .";"       ."
"2113";"WK088901  ";"WK088901  ";"     530";"     820";"     580"
"2114";"BU08890100";"BU08890100";"     450";"     730";"     490"
"2115";"BU08890101";"BU08890101";"      40";"      40";"      20"
"2116";"BU08890102";"BU08890102";"      20";"      20";"      20"
"2117";"BU08890109";"BU08890109";"      20";"      40";"      40"
"2118";"GM1945    ";"GM1945    ";"    8030";"   11030";"    7450"
"2119";"WK194500  ";"WK194500  ";"     560";"     870";"    1190"
"2120";"BU19450000";"BU19450000";"     280";"     400";"     530"
"2121";"BU19450001";"BU19450001";"     210";"     340";"     360"
"2122";"BU19450002";"BU19450002";"       .";"       .";"       ."
"2123";"BU19450003";"BU19450003";"       .";"       .";"       ."
"2124";"WK194501  ";"WK194501  ";"     270";"     580";"     910"
"2125";"BU19450100";"BU19450100";"     170";"     340";"     530"
"2126";"BU19450101";"BU19450101";"      80";"     150";"     300"
"2127";"BU19450102";"BU19450102";"      30";"      90";"      80"
"2128";"WK194502  ";"WK194502  ";"     700";"     910";"     400"
"2129";"BU19450200";"BU19450200";"     590";"     800";"     270"
"2130";"BU19450201";"BU19450201";"     120";"     120";"     120"
"2131";"WK194503  ";"WK194503  ";"     310";"     460";"     200"
"2132";"BU19450300";"BU19450300";"     180";"     300";"     130"
"2133";"BU19450301";"BU19450301";"     140";"     160";"      60"
"2134";"WK194504  ";"WK194504  ";"      20";"      50";"      50"
"2135";"BU19450400";"BU19450400";"      20";"      50";"      50"
"2136";"WK194505  ";"WK194505  ";"    3640";"    3960";"    2200"
"2137";"BU19450500";"BU19450500";"     420";"     390";"     260"
"2138";"BU19450501";"BU19450501";"     590";"     640";"     420"
"2139";"BU19450502";"BU19450502";"     480";"     820";"     460"
"2140";"BU19450503";"BU19450503";"     650";"     600";"     240"
"2141";"BU19450504";"BU19450504";"     260";"     340";"     170"
"2142";"BU19450505";"BU19450505";"     900";"     790";"     350"
"2143";"BU19450506";"BU19450506";"       .";"       .";"       ."
"2144";"BU19450507";"BU19450507";"       .";"       .";"       ."
"2145";"BU19450508";"BU19450508";"     180";"      30";"      50"
"2146";"BU19450509";"BU19450509";"      10";"      20";"      10"
"2147";"BU19450510";"BU19450510";"     130";"     290";"     210"
"2148";"BU19450511";"BU19450511";"      10";"      10";"      20"
"2149";"WK194506  ";"WK194506  ";"      60";"     140";"     380"
"2150";"BU19450600";"BU19450600";"      50";"     120";"     330"
"2151";"BU19450601";"BU19450601";"       0";"      20";"      60"
"2152";"WK194507  ";"WK194507  ";"     130";"     120";"     170"
"2153";"BU19450700";"BU19450700";"       .";"       .";"       ."
"2154";"BU19450701";"BU19450701";"       .";"       .";"       ."
"2155";"WK194508  ";"WK194508  ";"     420";"     590";"     300"
"2156";"BU19450800";"BU19450800";"     380";"     560";"     260"
"2157";"BU19450801";"BU19450801";"       .";"       .";"       ."
"2158";"BU19450802";"BU19450802";"      30";"      30";"      50"
"2159";"WK194509  ";"WK194509  ";"    1350";"    2500";"     720"
"2160";"BU19450900";"BU19450900";"     740";"    1060";"     340"
"2161";"BU19450901";"BU19450901";"     610";"    1360";"     360"
"2162";"BU19450902";"BU19450902";"       .";"       .";"       ."
"2163";"BU19450903";"BU19450903";"      40";"      20";"      10"
"2164";"BU19450904";"BU19450904";"       .";"       .";"       ."
"2165";"WK194510  ";"WK194510  ";"     470";"     640";"     740"
"2166";"BU19451000";"BU19451000";"     490";"     580";"     510"
"2167";"BU19451001";"BU19451001";"       .";"       .";"       ."
"2168";"BU19451002";"BU19451002";"       .";"       .";"       ."
"2169";"WK194511  ";"WK194511  ";"      10";"      40";"      30"
"2170";"BU19451100";"BU19451100";"      10";"      40";"      30"
"2171";"WK194512  ";"WK194512  ";"      60";"     100";"     220"
"2172";"BU19451200";"BU19451200";"      60";"     100";"     220"
"2173";"GM1724    ";"GM1724    ";"    3760";"    6710";"    3670"
"2174";"WK172400  ";"WK172400  ";"    1800";"    2900";"    1620"
"2175";"BU17240001";"BU17240001";"     100";"     160";"      60"
"2176";"BU17240002";"BU17240002";"      40";"      50";"      20"
"2177";"BU17240003";"BU17240003";"     290";"     320";"     110"
"2178";"BU17240004";"BU17240004";"      60";"     190";"      80"
"2179";"BU17240005";"BU17240005";"     160";"     300";"     110"
"2180";"BU17240006";"BU17240006";"     170";"     380";"     110"
"2181";"BU17240007";"BU17240007";"      30";"      60";"      30"
"2182";"BU17240008";"BU17240008";"      40";"      70";"      70"
"2183";"BU17240009";"BU17240009";"      40";"      70";"      80"
"2184";"BU17240010";"BU17240010";"     180";"     240";"     110"
"2185";"BU17240011";"BU17240011";"      40";"     100";"     110"
"2186";"BU17240012";"BU17240012";"     100";"     110";"      70"
"2187";"BU17240013";"BU17240013";"     270";"     350";"     240"
"2188";"BU17240014";"BU17240014";"     210";"     370";"     150"
"2189";"BU17240015";"BU17240015";"      50";"      70";"      80"
"2190";"BU17240016";"BU17240016";"      20";"      40";"     120"
"2191";"BU17240017";"BU17240017";"      40";"      40";"      20"
"2192";"WK172401  ";"WK172401  ";"     100";"     230";"      60"
"2193";"BU17240101";"BU17240101";"     100";"     230";"      60"
"2194";"WK172402  ";"WK172402  ";"     600";"     960";"     300"
"2195";"BU17240201";"BU17240201";"     120";"     210";"      80"
"2196";"BU17240202";"BU17240202";"     120";"     160";"      60"
"2197";"BU17240203";"BU17240203";"      40";"      60";"      50"
"2198";"BU17240204";"BU17240204";"     110";"     180";"      30"
"2199";"BU17240205";"BU17240205";"      20";"      50";"      30"
"2200";"BU17240206";"BU17240206";"       .";"       .";"       ."
"2201";"BU17240207";"BU17240207";"      30";"      80";"      20"
"2202";"BU17240208";"BU17240208";"      70";"      70";"      30"
"2203";"BU17240209";"BU17240209";"       .";"       .";"       ."
"2204";"BU17240210";"BU17240210";"       .";"       .";"       ."
"2205";"BU17240211";"BU17240211";"       .";"       .";"       ."
"2206";"WK172403  ";"WK172403  ";"     350";"     560";"     530"
"2207";"BU17240301";"BU17240301";"       .";"       .";"       ."
"2208";"BU17240302";"BU17240302";"     140";"     110";"      80"
"2209";"BU17240303";"BU17240303";"      60";"      50";"      40"
"2210";"BU17240304";"BU17240304";"      60";"     140";"     110"
"2211";"BU17240306";"BU17240306";"      50";"     140";"      90"
"2212";"BU17240307";"BU17240307";"      40";"     100";"     180"
"2213";"WK172404  ";"WK172404  ";"     320";"     680";"     490"
"2214";"BU17240401";"BU17240401";"      90";"     120";"      60"
"2215";"BU17240402";"BU17240402";"      10";"      30";"     100"
"2216";"BU17240403";"BU17240403";"      60";"      80";"      70"
"2217";"BU17240404";"BU17240404";"       .";"       .";"       ."
"2218";"BU17240405";"BU17240405";"      80";"      90";"      60"
"2219";"BU17240406";"BU17240406";"      20";"      50";"      30"
"2220";"BU17240407";"BU17240407";"      50";"     100";"      50"
"2221";"BU17240408";"BU17240408";"      30";"     160";"      40"
