"ID";"WijkenEnBuurten";"Codering_3";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66"
"34";"BU16801109";"BU16801109";"       .";"       .";"       ."
"35";"WK168012  ";"WK168012  ";"      70";"      90";"      40"
"36";"BU16801200";"BU16801200";"       .";"       .";"       ."
"37";"BU16801209";"BU16801209";"       .";"       .";"       ."
"38";"WK168013  ";"WK168013  ";"      20";"      30";"      50"
"39";"BU16801300";"BU16801300";"       .";"       .";"       ."
"40";"BU16801309";"BU16801309";"       .";"       .";"       ."
"41";"WK168014  ";"WK168014  ";"     400";"     580";"     460"
"42";"BU16801400";"BU16801400";"     320";"     430";"     360"
"43";"BU16801401";"BU16801401";"      30";"      30";"      40"
"44";"BU16801409";"BU16801409";"      50";"     120";"      50"
"45";"WK168015  ";"WK168015  ";"     500";"     620";"     320"
"46";"BU16801500";"BU16801500";"     500";"     600";"     310"
"47";"BU16801501";"BU16801501";"      10";"      20";"      10"
"48";"BU16801509";"BU16801509";"       .";"       .";"       ."
"49";"WK168016  ";"WK168016  ";"     110";"     310";"     110"
"50";"BU16801600";"BU16801600";"     110";"     280";"     100"
"51";"BU16801601";"BU16801601";"       .";"       .";"       ."
"52";"BU16801609";"BU16801609";"       .";"       .";"       ."
"53";"WK168017  ";"WK168017  ";"     900";"    1690";"    1050"
"54";"BU16801700";"BU16801700";"     890";"    1680";"     950"
"55";"BU16801709";"BU16801709";"      20";"      20";"      90"
"56";"WK168018  ";"WK168018  ";"     380";"     390";"     200"
"57";"BU16801800";"BU16801800";"     220";"     210";"      90"
"58";"BU16801801";"BU16801801";"      40";"      20";"      20"
"59";"BU16801802";"BU16801802";"      90";"      90";"      20"
"60";"BU16801809";"BU16801809";"      20";"      70";"      70"
"61";"WK168019  ";"WK168019  ";"     880";"    1480";"    1140"
"62";"BU16801900";"BU16801900";"     670";"    1120";"     850"
"63";"BU16801901";"BU16801901";"      20";"      60";"      50"
"64";"BU16801902";"BU16801902";"      20";"      10";"      20"
"65";"BU16801903";"BU16801903";"      10";"      40";"      20"
"66";"BU16801908";"BU16801908";"     130";"     190";"     160"
"67";"BU16801909";"BU16801909";"      20";"      60";"      30"
"68";"WK168020  ";"WK168020  ";"     220";"     400";"     280"
"69";"BU16802000";"BU16802000";"     120";"     200";"     160"
"70";"BU16802001";"BU16802001";"      30";"      70";"      50"
"71";"BU16802008";"BU16802008";"      20";"      20";"      10"
"72";"BU16802009";"BU16802009";"      50";"     120";"      50"
"73";"WK168021  ";"WK168021  ";"      60";"     180";"     160"
"74";"BU16802100";"BU16802100";"      30";"      90";"      80"
"75";"BU16802101";"BU16802101";"      20";"      40";"      30"
"76";"BU16802109";"BU16802109";"      10";"      60";"      40"
"77";"GM0358    ";"GM0358    ";"    7900";"    9620";"    5990"
"78";"WK035800  ";"WK035800  ";"    2950";"    3910";"    2360"
"79";"BU03580000";"BU03580000";"     600";"     680";"     620"
"80";"BU03580001";"BU03580001";"    1650";"    2000";"    1220"
"81";"BU03580004";"BU03580004";"     540";"     900";"     340"
"82";"BU03580005";"BU03580005";"     150";"     340";"     180"
"83";"WK035801  ";"WK035801  ";"    2020";"    3130";"    1840"
"84";"BU03580100";"BU03580100";"    2020";"    3130";"    1840"
"85";"WK035802  ";"WK035802  ";"    2850";"    2640";"    1800"
"86";"BU03580200";"BU03580200";"     220";"     410";"     140"
"87";"BU03580201";"BU03580201";"     180";"     250";"     170"
"88";"BU03580205";"BU03580205";"    2340";"    1880";"    1390"
"89";"BU03580206";"BU03580206";"      60";"     140";"     120"
"90";"GM0197    ";"GM0197    ";"    6250";"    9740";"    4240"
"91";"WK019701  ";"WK019701  ";"     910";"    1550";"     660"
"92";"BU01970101";"BU01970101";"      30";"      50";"      20"
"93";"BU01970102";"BU01970102";"     150";"     130";"      90"
"94";"BU01970103";"BU01970103";"      90";"     140";"      50"
"95";"BU01970104";"BU01970104";"     110";"     180";"      60"
"96";"BU01970105";"BU01970105";"      40";"      60";"      30"
"97";"BU01970106";"BU01970106";"      40";"      50";"      30"
"98";"BU01970107";"BU01970107";"      40";"     110";"      50"
"99";"BU01970108";"BU01970108";"     110";"     290";"      80"
"100";"BU01970109";"BU01970109";"      30";"      40";"       0"
"101";"BU01970110";"BU01970110";"     100";"     230";"     160"
"102";"BU01970111";"BU01970111";"     120";"     240";"      70"
"103";"BU01970112";"BU01970112";"      10";"      30";"      20"
"104";"WK019702  ";"WK019702  ";"     360";"     690";"     400"
"105";"BU01970201";"BU01970201";"      30";"      80";"      50"
"106";"BU01970202";"BU01970202";"      30";"      80";"      50"
"107";"BU01970203";"BU01970203";"      10";"      20";"      30"
"108";"BU01970204";"BU01970204";"     290";"     510";"     280"
"109";"WK019703  ";"WK019703  ";"    2930";"    4520";"    2020"
"110";"BU01970301";"BU01970301";"     530";"     690";"     310"
"111";"BU01970302";"BU01970302";"     600";"     900";"     300"
"112";"BU01970303";"BU01970303";"     360";"     640";"     230"
"113";"BU01970304";"BU01970304";"     580";"     870";"     440"
"114";"BU01970305";"BU01970305";"     120";"     320";"     220"
"115";"BU01970306";"BU01970306";"     200";"     410";"     140"
"116";"BU01970307";"BU01970307";"     540";"     680";"     370"
"117";"WK019704  ";"WK019704  ";"    2040";"    2980";"    1160"
"118";"BU01970400";"BU01970400";"     810";"     870";"     290"
"119";"BU01970401";"BU01970401";"     450";"     670";"     260"
"120";"BU01970402";"BU01970402";"     560";"     930";"     390"
"121";"BU01970403";"BU01970403";"      60";"     160";"      60"
"122";"BU01970408";"BU01970408";"      50";"      90";"      40"
"123";"BU01970409";"BU01970409";"     110";"     260";"     130"
"124";"GM0059    ";"GM0059    ";"    7600";"    9800";"    3350"
"125";"WK005900  ";"WK005900  ";"    3170";"    4040";"    1590"
"126";"BU00590000";"BU00590000";"    1150";"    1570";"     930"
"127";"BU00590001";"BU00590001";"     350";"     350";"      80"
"128";"BU00590002";"BU00590002";"     670";"     720";"     200"
"129";"BU00590003";"BU00590003";"     510";"     590";"      80"
"130";"BU00590004";"BU00590004";"     160";"     300";"      80"
"131";"BU00590005";"BU00590005";"     160";"     200";"     130"
"132";"BU00590006";"BU00590006";"      10";"      40";"      10"
"133";"BU00590007";"BU00590007";"      90";"     150";"      30"
"134";"BU00590008";"BU00590008";"      50";"     100";"      40"
"135";"BU00590009";"BU00590009";"      30";"      20";"      10"
"136";"WK005901  ";"WK005901  ";"     870";"    1280";"     350"
"137";"BU00590100";"BU00590100";"      80";"     100";"      20"
"138";"BU00590102";"BU00590102";"     410";"     560";"     180"
"139";"BU00590103";"BU00590103";"     290";"     430";"      90"
"140";"BU00590107";"BU00590107";"      10";"      30";"      10"
"141";"BU00590108";"BU00590108";"      30";"      90";"      30"
"142";"BU00590109";"BU00590109";"      50";"      80";"      20"
"143";"WK005902  ";"WK005902  ";"    3550";"    4480";"    1410"
"144";"BU00590200";"BU00590200";"    1420";"    1880";"     630"
"145";"BU00590201";"BU00590201";"    1330";"    1400";"     300"
"146";"BU00590202";"BU00590202";"     210";"     370";"     110"
"147";"BU00590203";"BU00590203";"     250";"     250";"      60"
"148";"BU00590206";"BU00590206";"      70";"     180";"      70"
"149";"BU00590207";"BU00590207";"      90";"      80";"      60"
"150";"BU00590208";"BU00590208";"      70";"     140";"     100"
"151";"BU00590209";"BU00590209";"     100";"     180";"      80"
"152";"GM0482    ";"GM0482    ";"    4570";"    6810";"    3010"
"153";"WK048201  ";"WK048201  ";"     920";"    1590";"     820"
"154";"BU04820101";"BU04820101";"     130";"     240";"     220"
"155";"BU04820102";"BU04820102";"     180";"     170";"      60"
"156";"BU04820103";"BU04820103";"     290";"     620";"     250"
"157";"BU04820104";"BU04820104";"     130";"     180";"      90"
"158";"BU04820105";"BU04820105";"     190";"     390";"     200"
"159";"WK048202  ";"WK048202  ";"     820";"    1370";"     620"
"160";"BU04820201";"BU04820201";"     120";"     180";"     140"
"161";"BU04820202";"BU04820202";"     280";"     510";"     140"
"162";"BU04820203";"BU04820203";"       .";"       .";"       ."
"163";"BU04820204";"BU04820204";"       .";"       .";"       ."
"164";"BU04820205";"BU04820205";"     160";"     340";"     150"
"165";"BU04820206";"BU04820206";"     130";"     190";"     100"
"166";"WK048203  ";"WK048203  ";"    1880";"    2710";"    1040"
"167";"BU04820301";"BU04820301";"     190";"     390";"     210"
"168";"BU04820302";"BU04820302";"      80";"     240";"     160"
"169";"BU04820303";"BU04820303";"     220";"     360";"     180"
"170";"BU04820304";"BU04820304";"     220";"     250";"     130"
"171";"BU04820305";"BU04820305";"     280";"     280";"      90"
"172";"BU04820306";"BU04820306";"     390";"     580";"     150"
"173";"BU04820307";"BU04820307";"     500";"     630";"     120"
"174";"WK048204  ";"WK048204  ";"     850";"    1070";"     510"
"175";"BU04820401";"BU04820401";"     230";"     410";"     190"
"176";"BU04820402";"BU04820402";"     480";"     460";"     210"
"177";"BU04820403";"BU04820403";"      40";"      70";"     110"
"178";"BU04820404";"BU04820404";"      90";"     140";"      10"
"179";"WK048205  ";"WK048205  ";"      20";"      10";"      10"
"180";"BU04820501";"BU04820501";"       .";"       .";"       ."
"181";"BU04820502";"BU04820502";"       .";"       .";"       ."
"182";"BU04820503";"BU04820503";"       .";"       .";"       ."
"183";"WK048206  ";"WK048206  ";"      70";"      50";"      20"
"184";"BU04820601";"BU04820601";"       .";"       .";"       ."
"185";"BU04820602";"BU04820602";"       .";"       .";"       ."
"186";"BU04820603";"BU04820603";"       .";"       .";"       ."
"187";"BU04820604";"BU04820604";"       .";"       .";"       ."
"188";"GM0613    ";"GM0613    ";"    4700";"    8530";"    5930"
"189";"WK061301  ";"WK061301  ";"     460";"     980";"     690"
"190";"BU06130101";"BU06130101";"     410";"     880";"     630"
"191";"BU06130102";"BU06130102";"      20";"      20";"      20"
"192";"BU06130103";"BU06130103";"      10";"      10";"      20"
"193";"BU06130104";"BU06130104";"      10";"      60";"      20"
"194";"WK061302  ";"WK061302  ";"     320";"     680";"     510"
"195";"BU06130205";"BU06130205";"     320";"     670";"     500"
"196";"BU06130207";"BU06130207";"       .";"      10";"      20"
"197";"WK061303  ";"WK061303  ";"    1620";"    2380";"    1360"
"198";"BU06130308";"BU06130308";"     230";"     310";"     180"
"199";"BU06130309";"BU06130309";"     340";"     730";"     410"
"200";"BU06130310";"BU06130310";"     180";"     310";"     190"
"201";"BU06130311";"BU06130311";"     550";"     830";"     480"
"202";"BU06130312";"BU06130312";"     270";"     190";"     100"
"203";"BU06130313";"BU06130313";"      20";"      20";"      10"
"204";"WK061304  ";"WK061304  ";"    1030";"    1950";"    1570"
"205";"BU06130414";"BU06130414";"     260";"     480";"     370"
"206";"BU06130415";"BU06130415";"     200";"     340";"     350"
"207";"BU06130416";"BU06130416";"      20";"      30";"      40"
"208";"BU06130417";"BU06130417";"     130";"     270";"     180"
"209";"BU06130418";"BU06130418";"     150";"     330";"     400"
"210";"BU06130419";"BU06130419";"     210";"     440";"     210"
"211";"BU06130420";"BU06130420";"      60";"      30";"      40"
"212";"WK061305  ";"WK061305  ";"      30";"     120";"      50"
"213";"BU06130521";"BU06130521";"       .";"       .";"       ."
"214";"BU06130522";"BU06130522";"       .";"       .";"       ."
"215";"WK061306  ";"WK061306  ";"    1230";"    2420";"    1740"
"216";"BU06130623";"BU06130623";"     370";"     640";"     500"
"217";"BU06130624";"BU06130624";"     250";"     510";"     430"
"218";"BU06130625";"BU06130625";"      20";"      30";"      40"
"219";"BU06130626";"BU06130626";"     600";"    1240";"     770"
"220";"WK061307  ";"WK061307  ";"       .";"       .";"       ."
"221";"BU06130706";"BU06130706";"       .";"       .";"       ."
"222";"GM0361    ";"GM0361    ";"   23030";"   35120";"   25570"
"223";"WK036101  ";"WK036101  ";"    2730";"    4040";"    3900"
"224";"BU03610100";"BU03610100";"     660";"     560";"     220"
"225";"BU03610101";"BU03610101";"     250";"     400";"     240"
"226";"BU03610102";"BU03610102";"     480";"     640";"     510"
"227";"BU03610103";"BU03610103";"     210";"     210";"     240"
"228";"BU03610104";"BU03610104";"     130";"     420";"     530"
"229";"BU03610105";"BU03610105";"     210";"     340";"     570"
"230";"BU03610106";"BU03610106";"     170";"     400";"     390"
"231";"BU03610107";"BU03610107";"      70";"     150";"     180"
"232";"BU03610108";"BU03610108";"     390";"     580";"     430"
"233";"BU03610109";"BU03610109";"     170";"     350";"     600"
"234";"WK036102  ";"WK036102  ";"    2870";"    4020";"    3270"
"235";"BU03610200";"BU03610200";"     560";"     580";"     650"
"236";"BU03610201";"BU03610201";"     350";"     690";"     520"
"237";"BU03610202";"BU03610202";"     320";"     530";"     470"
"238";"BU03610203";"BU03610203";"     440";"     610";"     350"
"239";"BU03610204";"BU03610204";"     640";"     610";"     400"
"240";"BU03610205";"BU03610205";"      90";"     190";"     100"
"241";"BU03610206";"BU03610206";"     240";"     410";"     250"
"242";"BU03610208";"BU03610208";"     180";"     390";"     540"
"243";"BU03610209";"BU03610209";"      20";"      20";"      10"
"244";"WK036103  ";"WK036103  ";"    2570";"    2440";"    1100"
"245";"BU03610300";"BU03610300";"     870";"     790";"     460"
"246";"BU03610301";"BU03610301";"       .";"       .";"       ."
"247";"BU03610302";"BU03610302";"    1210";"     820";"     230"
"248";"BU03610303";"BU03610303";"     230";"     500";"     220"
"249";"BU03610308";"BU03610308";"       .";"       .";"       ."
"250";"BU03610309";"BU03610309";"       .";"       .";"       ."
"251";"WK036104  ";"WK036104  ";"    2250";"    3890";"    3010"
"252";"BU03610400";"BU03610400";"     940";"    1060";"     520"
"253";"BU03610401";"BU03610401";"     620";"    1260";"     860"
"254";"BU03610402";"BU03610402";"     240";"     410";"     410"
"255";"BU03610403";"BU03610403";"     220";"     480";"     490"
"256";"BU03610404";"BU03610404";"     200";"     590";"     660"
"257";"BU03610409";"BU03610409";"      40";"      80";"      70"
"258";"WK036105  ";"WK036105  ";"    1950";"    2210";"    1490"
"259";"BU03610500";"BU03610500";"     650";"     860";"     500"
"260";"BU03610501";"BU03610501";"     160";"     170";"      40"
"261";"BU03610502";"BU03610502";"     730";"     580";"     540"
"262";"BU03610503";"BU03610503";"     380";"     650";"     380"
"263";"WK036106  ";"WK036106  ";"    3520";"    5700";"    3040"
"264";"BU03610600";"BU03610600";"     830";"    1270";"     870"
"265";"BU03610601";"BU03610601";"     670";"    1210";"     550"
"266";"BU03610602";"BU03610602";"     720";"    1170";"     580"
"267";"BU03610603";"BU03610603";"     710";"    1140";"     730"
"268";"BU03610604";"BU03610604";"     600";"     900";"     320"
"269";"WK036107  ";"WK036107  ";"    2820";"    4720";"    2740"
"270";"BU03610700";"BU03610700";"     560";"     970";"     670"
"271";"BU03610701";"BU03610701";"     740";"    1030";"     500"
"272";"BU03610702";"BU03610702";"     500";"     900";"     520"
"273";"BU03610703";"BU03610703";"       .";"       .";"       ."
"274";"BU03610704";"BU03610704";"     470";"     920";"     590"
"275";"BU03610709";"BU03610709";"       .";"       .";"       ."
"276";"WK036108  ";"WK036108  ";"    1200";"    2760";"    3220"
"277";"BU03610800";"BU03610800";"     320";"     820";"    1280"
"278";"BU03610801";"BU03610801";"     470";"    1040";"    1150"
"279";"BU03610802";"BU03610802";"     370";"     800";"     680"
"280";"BU03610803";"BU03610803";"      50";"     110";"     100"
"281";"WK036109  ";"WK036109  ";"    1070";"    1940";"    1270"
"282";"BU03610900";"BU03610900";"     150";"     210";"     130"
"283";"BU03610901";"BU03610901";"      10";"      40";"      20"
"284";"BU03610902";"BU03610902";"     360";"     640";"     540"
"285";"BU03610903";"BU03610903";"     230";"     530";"     220"
"286";"BU03610904";"BU03610904";"     140";"     240";"     110"
"287";"BU03610905";"BU03610905";"      40";"      50";"      90"
"288";"BU03610906";"BU03610906";"     150";"     230";"     150"
"289";"WK036110  ";"WK036110  ";"    1320";"    2230";"    1360"
"290";"BU03611000";"BU03611000";"       0";"      20";"      40"
"291";"BU03611001";"BU03611001";"     160";"     260";"     190"
"292";"BU03611002";"BU03611002";"     220";"     270";"     140"
"293";"BU03611003";"BU03611003";"     750";"    1420";"     880"
"294";"BU03611004";"BU03611004";"      40";"      50";"      40"
"295";"BU03611005";"BU03611005";"      40";"      90";"      30"
"296";"BU03611006";"BU03611006";"      80";"     110";"      60"
"297";"WK036111  ";"WK036111  ";"     690";"    1210";"    1180"
"298";"BU03611100";"BU03611100";"     580";"     940";"     930"
"299";"BU03611101";"BU03611101";"     120";"     270";"     250"
"300";"GM0141    ";"GM0141    ";"   18880";"   24680";"   11740"
"301";"WK014110  ";"WK014110  ";"    1350";"    1830";"    1040"
"302";"BU01411000";"BU01411000";"     500";"     850";"     530"
"303";"BU01411001";"BU01411001";"     330";"     490";"     400"
"304";"BU01411002";"BU01411002";"     310";"     220";"      70"
"305";"BU01411003";"BU01411003";"     200";"     270";"      40"
"306";"WK014111  ";"WK014111  ";"    2350";"    2280";"     770"
"307";"BU01411100";"BU01411100";"     140";"     160";"     110"
"308";"BU01411101";"BU01411101";"     350";"     210";"      40"
"309";"BU01411102";"BU01411102";"     310";"     450";"     160"
"310";"BU01411103";"BU01411103";"     640";"     680";"     160"
"311";"BU01411104";"BU01411104";"     140";"     120";"      20"
"312";"BU01411105";"BU01411105";"     350";"     190";"      30"
"313";"BU01411106";"BU01411106";"     300";"     350";"     210"
"314";"BU01411109";"BU01411109";"     110";"     120";"      60"
"315";"WK014112  ";"WK014112  ";"    1130";"    1770";"    1180"
"316";"BU01411200";"BU01411200";"     290";"     340";"     190"
"317";"BU01411201";"BU01411201";"     300";"     490";"     510"
"318";"BU01411202";"BU01411202";"     280";"     610";"     220"
"319";"BU01411209";"BU01411209";"     270";"     340";"     250"
"320";"WK014113  ";"WK014113  ";"    1650";"    2050";"    1110"
"321";"BU01411300";"BU01411300";"     490";"     630";"     300"
"322";"BU01411301";"BU01411301";"     190";"     440";"     380"
"323";"BU01411302";"BU01411302";"     210";"     270";"      40"
"324";"BU01411303";"BU01411303";"     570";"     440";"     100"
"325";"BU01411309";"BU01411309";"     170";"     270";"     300"
"326";"WK014114  ";"WK014114  ";"    1900";"    2120";"     730"
"327";"BU01411400";"BU01411400";"     290";"     190";"      70"
"328";"BU01411401";"BU01411401";"      30";"     100";"     120"
"329";"BU01411402";"BU01411402";"     440";"     200";"      40"
"330";"BU01411403";"BU01411403";"     270";"     300";"      90"
"331";"BU01411404";"BU01411404";"      70";"     140";"     140"
"332";"BU01411405";"BU01411405";"     640";"     600";"     120"
"333";"BU01411406";"BU01411406";"     150";"     390";"     120"
"334";"BU01411409";"BU01411409";"      40";"     160";"      50"
"335";"WK014115  ";"WK014115  ";"    1420";"     850";"     130"
"336";"BU01411500";"BU01411500";"     450";"     360";"      60"
"337";"BU01411501";"BU01411501";"     350";"     170";"      20"
"338";"BU01411502";"BU01411502";"     370";"     140";"      10"
"339";"BU01411503";"BU01411503";"     260";"     170";"      30"
"340";"WK014116  ";"WK014116  ";"    2190";"    2520";"     570"
"341";"BU01411600";"BU01411600";"     360";"     290";"      50"
"342";"BU01411601";"BU01411601";"     320";"     350";"     100"
"343";"BU01411602";"BU01411602";"     340";"     300";"      50"
"344";"BU01411603";"BU01411603";"     340";"     460";"     150"
"345";"BU01411604";"BU01411604";"     490";"     810";"     150"
"346";"BU01411605";"BU01411605";"     350";"     300";"      60"
"347";"WK014117  ";"WK014117  ";"     590";"    1190";"     840"
"348";"BU01411700";"BU01411700";"     100";"     110";"     130"
"349";"BU01411701";"BU01411701";"     230";"     450";"     230"
"350";"BU01411702";"BU01411702";"      60";"     100";"     120"
"351";"BU01411703";"BU01411703";"     190";"     440";"     360"
"352";"BU01411709";"BU01411709";"      10";"      70";"      10"
"353";"WK014118  ";"WK014118  ";"    2730";"    3790";"    1640"
"354";"BU01411800";"BU01411800";"       .";"       .";"       ."
"355";"BU01411801";"BU01411801";"     450";"     470";"     120"
"356";"BU01411802";"BU01411802";"     500";"     750";"     260"
"357";"BU01411803";"BU01411803";"     570";"     550";"     150"
"358";"BU01411804";"BU01411804";"     300";"     490";"     250"
"359";"BU01411805";"BU01411805";"     720";"    1080";"     580"
"360";"BU01411806";"BU01411806";"       .";"       .";"       ."
"361";"WK014119  ";"WK014119  ";"    2950";"    5050";"    3030"
"362";"BU01411900";"BU01411900";"      30";"     100";"     220"
"363";"BU01411901";"BU01411901";"     420";"     540";"     190"
"364";"BU01411902";"BU01411902";"     420";"     610";"     170"
"365";"BU01411903";"BU01411903";"     440";"     620";"     270"
"366";"BU01411904";"BU01411904";"     210";"     480";"     320"
"367";"BU01411905";"BU01411905";"     270";"     460";"     220"
"368";"BU01411906";"BU01411906";"     320";"     640";"     420"
"369";"BU01411907";"BU01411907";"     210";"     430";"     190"
"370";"BU01411908";"BU01411908";"     130";"     230";"     130"
"371";"BU01411909";"BU01411909";"     380";"     680";"     610"
"372";"BU01411910";"BU01411910";"     130";"     290";"     250"
"373";"WK014120  ";"WK014120  ";"     390";"     540";"     230"
"374";"BU01412000";"BU01412000";"       .";"       .";"       ."
"375";"BU01412001";"BU01412001";"     340";"     340";"     140"
"376";"BU01412002";"BU01412002";"       .";"       .";"       ."
"377";"BU01412009";"BU01412009";"       .";"       .";"       ."
"378";"WK014121  ";"WK014121  ";"     350";"     650";"     390"
"379";"BU01412100";"BU01412100";"     180";"     350";"     200"
"380";"BU01412109";"BU01412109";"     160";"     300";"     190"
"381";"GM0034    ";"GM0034    ";"   48240";"   72030";"   43400"
"382";"WK003401  ";"WK003401  ";"    6070";"    7490";"    4130"
"383";"BU00340101";"BU00340101";"     640";"     360";"     130"
"384";"BU00340102";"BU00340102";"     770";"     950";"     460"
"385";"BU00340103";"BU00340103";"     710";"     770";"     330"
"386";"BU00340104";"BU00340104";"     530";"     810";"     410"
"387";"BU00340105";"BU00340105";"     570";"     770";"     450"
"388";"BU00340106";"BU00340106";"     710";"    1050";"     510"
"389";"BU00340107";"BU00340107";"     550";"    1070";"     550"
"390";"BU00340108";"BU00340108";"    1180";"    1260";"     440"
"391";"BU00340109";"BU00340109";"     260";"     400";"     590"
"392";"BU00340110";"BU00340110";"      50";"      90";"     250"
"393";"BU00340171";"BU00340171";"       .";"       .";"       ."
"394";"BU00340173";"BU00340173";"       .";"       .";"       ."
"395";"BU00340199";"BU00340199";"       .";"       .";"       ."
"396";"WK003402  ";"WK003402  ";"   25320";"   37820";"   22720"
"397";"BU00340201";"BU00340201";"     840";"    1530";"    1410"
"398";"BU00340202";"BU00340202";"    2170";"    3710";"    2550"
"399";"BU00340203";"BU00340203";"    1510";"    2140";"     930"
"400";"BU00340204";"BU00340204";"    1210";"    1890";"    1340"
"401";"BU00340205";"BU00340205";"     740";"    1320";"     820"
"402";"BU00340206";"BU00340206";"    1910";"    2950";"    1220"
"403";"BU00340207";"BU00340207";"    1690";"    2180";"    1020"
"404";"BU00340208";"BU00340208";"    1970";"    3440";"    2160"
"405";"BU00340209";"BU00340209";"     770";"     880";"     290"
"406";"BU00340210";"BU00340210";"    2170";"    2830";"    1320"
"407";"BU00340211";"BU00340211";"    3310";"    3350";"    1340"
"408";"BU00340212";"BU00340212";"    2260";"    3690";"    2720"
"409";"BU00340213";"BU00340213";"    1370";"    2580";"    1130"
"410";"BU00340214";"BU00340214";"    2180";"    3210";"    2140"
"411";"BU00340215";"BU00340215";"    1220";"    2120";"    2300"
"412";"BU00340271";"BU00340271";"       .";"       .";"       ."
"413";"BU00340272";"BU00340272";"       .";"       .";"       ."
"414";"BU00340273";"BU00340273";"       .";"       .";"       ."
"415";"BU00340274";"BU00340274";"       .";"       .";"       ."
"416";"BU00340275";"BU00340275";"       .";"       .";"       ."
"417";"BU00340276";"BU00340276";"       .";"       .";"       ."
"418";"BU00340299";"BU00340299";"       .";"       .";"       ."
"419";"WK003403  ";"WK003403  ";"   13420";"   20400";"   10580"
"420";"BU00340301";"BU00340301";"     340";"     920";"     250"
"421";"BU00340302";"BU00340302";"    1470";"    2040";"    1100"
"422";"BU00340303";"BU00340303";"     980";"    1960";"    1140"
"423";"BU00340304";"BU00340304";"    1140";"    1420";"     510"
"424";"BU00340305";"BU00340305";"    1130";"    1770";"     590"
"425";"BU00340306";"BU00340306";"    1000";"    1440";"     850"
"426";"BU00340307";"BU00340307";"    1110";"    1600";"     870"
"427";"BU00340308";"BU00340308";"    1260";"    1960";"     910"
"428";"BU00340309";"BU00340309";"    1380";"    1850";"    1050"
"429";"BU00340310";"BU00340310";"     450";"     780";"     350"
"430";"BU00340311";"BU00340311";"    1450";"    1910";"    1320"
"431";"BU00340312";"BU00340312";"    1460";"    2240";"    1350"
"432";"BU00340313";"BU00340313";"     170";"     380";"     250"
"433";"BU00340371";"BU00340371";"       .";"       .";"       ."
"434";"BU00340372";"BU00340372";"       .";"       .";"       ."
"435";"BU00340373";"BU00340373";"      50";"      70";"      40"
"436";"BU00340399";"BU00340399";"       .";"       .";"       ."
"437";"WK003404  ";"WK003404  ";"    2820";"    4960";"    4320"
"438";"BU00340401";"BU00340401";"     830";"    1420";"    1080"
"439";"BU00340402";"BU00340402";"     560";"     960";"     710"
"440";"BU00340403";"BU00340403";"    1160";"    2020";"    1920"
"441";"BU00340404";"BU00340404";"       .";"       .";"       ."
"442";"BU00340405";"BU00340405";"     160";"     460";"     590"
"443";"BU00340471";"BU00340471";"       .";"       .";"       ."
"444";"BU00340472";"BU00340472";"       .";"       .";"       ."
"445";"BU00340473";"BU00340473";"       .";"       .";"       ."
"446";"BU00340499";"BU00340499";"       .";"       .";"       ."
