"ID";"WijkenEnBuurten";"Codering_3";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66"
"1615";"WK020016  ";"WK020016  ";"     430";"     750";"     380"
"1616";"BU02001601";"BU02001601";"      40";"      90";"      70"
"1617";"BU02001602";"BU02001602";"     160";"     190";"     110"
"1618";"BU02001603";"BU02001603";"     180";"     350";"     170"
"1619";"BU02001604";"BU02001604";"      40";"     110";"      30"
"1620";"WK020017  ";"WK020017  ";"     600";"    1160";"     690"
"1621";"BU02001701";"BU02001701";"      50";"     140";"      90"
"1622";"BU02001702";"BU02001702";"      20";"      60";"      30"
"1623";"BU02001703";"BU02001703";"       .";"       .";"       ."
"1624";"BU02001704";"BU02001704";"     240";"     250";"     290"
"1625";"BU02001705";"BU02001705";"     110";"     310";"     180"
"1626";"BU02001706";"BU02001706";"     180";"     360";"     130"
"1627";"GM0202    ";"GM0202    ";"   34510";"   48610";"   45280"
"1628";"WK020201  ";"WK020201  ";"     930";"    2500";"    2760"
"1629";"BU02020100";"BU02020100";"     160";"     550";"     720"
"1630";"BU02020101";"BU02020101";"     390";"     680";"     660"
"1631";"BU02020102";"BU02020102";"     150";"     580";"     500"
"1632";"BU02020103";"BU02020103";"      30";"     130";"     190"
"1633";"BU02020104";"BU02020104";"      20";"     100";"     160"
"1634";"BU02020170";"BU02020170";"     190";"     470";"     500"
"1635";"WK020202  ";"WK020202  ";"    1000";"    2690";"    2500"
"1636";"BU02020210";"BU02020210";"     310";"     520";"     440"
"1637";"BU02020211";"BU02020211";"     390";"    1460";"    1230"
"1638";"BU02020212";"BU02020212";"     320";"     680";"     830"
"1639";"WK020203  ";"WK020203  ";"    1740";"    1940";"    1440"
"1640";"BU02020314";"BU02020314";"     590";"     690";"     550"
"1641";"BU02020320";"BU02020320";"     790";"     880";"     540"
"1642";"BU02020321";"BU02020321";"     160";"     210";"     230"
"1643";"BU02020322";"BU02020322";"      30";"      20";"      10"
"1644";"BU02020338";"BU02020338";"       .";"       .";"       ."
"1645";"BU02020339";"BU02020339";"      90";"      90";"     100"
"1646";"WK020204  ";"WK020204  ";"    2700";"    2780";"    1110"
"1647";"BU02020423";"BU02020423";"     700";"     700";"     220"
"1648";"BU02020424";"BU02020424";"     530";"     640";"     400"
"1649";"BU02020425";"BU02020425";"    1460";"    1440";"     500"
"1650";"WK020205  ";"WK020205  ";"    1720";"    3010";"    1210"
"1651";"BU02020526";"BU02020526";"    1370";"    1860";"     720"
"1652";"BU02020527";"BU02020527";"       .";"       .";"       ."
"1653";"BU02020528";"BU02020528";"     280";"     970";"     350"
"1654";"BU02020529";"BU02020529";"       .";"       .";"       ."
"1655";"WK020206  ";"WK020206  ";"     580";"    1570";"    2770"
"1656";"BU02020630";"BU02020630";"     220";"     490";"     710"
"1657";"BU02020631";"BU02020631";"     260";"     860";"    1560"
"1658";"BU02020650";"BU02020650";"     110";"     220";"     490"
"1659";"WK020207  ";"WK020207  ";"    1780";"    2150";"    2300"
"1660";"BU02020732";"BU02020732";"     640";"     740";"     550"
"1661";"BU02020733";"BU02020733";"     590";"     640";"     710"
"1662";"BU02020734";"BU02020734";"     260";"     380";"     530"
"1663";"BU02020735";"BU02020735";"     290";"     390";"     520"
"1664";"WK020208  ";"WK020208  ";"    1270";"    2050";"    3840"
"1665";"BU02020840";"BU02020840";"     310";"     460";"     770"
"1666";"BU02020841";"BU02020841";"     150";"     200";"     550"
"1667";"BU02020842";"BU02020842";"      10";"      30";"     130"
"1668";"BU02020843";"BU02020843";"     320";"     540";"     630"
"1669";"BU02020844";"BU02020844";"     240";"     380";"     870"
"1670";"BU02020845";"BU02020845";"     240";"     430";"     890"
"1671";"WK020209  ";"WK020209  ";"     340";"     670";"    1400"
"1672";"BU02020951";"BU02020951";"      10";"      20";"     120"
"1673";"BU02020952";"BU02020952";"     330";"     650";"    1270"
"1674";"WK020210  ";"WK020210  ";"    1420";"    1110";"     560"
"1675";"BU02021053";"BU02021053";"    1420";"    1110";"     560"
"1676";"WK020211  ";"WK020211  ";"     820";"    1070";"    1320"
"1677";"BU02021154";"BU02021154";"     470";"     560";"     680"
"1678";"BU02021155";"BU02021155";"     220";"     340";"     260"
"1679";"BU02021159";"BU02021159";"     140";"     170";"     380"
"1680";"WK020212  ";"WK020212  ";"     690";"    1420";"    3900"
"1681";"BU02021260";"BU02021260";"       .";"       .";"       ."
"1682";"BU02021261";"BU02021261";"     310";"     620";"    1330"
"1683";"BU02021262";"BU02021262";"      90";"     130";"     660"
"1684";"BU02021263";"BU02021263";"      80";"     170";"     560"
"1685";"BU02021264";"BU02021264";"     140";"     270";"     980"
"1686";"BU02021269";"BU02021269";"       .";"       .";"       ."
"1687";"WK020213  ";"WK020213  ";"     450";"     520";"     850"
"1688";"BU02021365";"BU02021365";"     140";"     160";"     500"
"1689";"BU02021366";"BU02021366";"      20";"      70";"      90"
"1690";"BU02021367";"BU02021367";"     300";"     210";"     130"
"1691";"BU02021368";"BU02021368";"      30";"      80";"      80"
"1692";"WK020214  ";"WK020214  ";"     530";"    1060";"    1640"
"1693";"BU02021471";"BU02021471";"     170";"     480";"     650"
"1694";"BU02021473";"BU02021473";"     150";"     370";"     460"
"1695";"BU02021474";"BU02021474";"     190";"     220";"     520"
"1696";"WK020215  ";"WK020215  ";"     210";"     220";"     500"
"1697";"BU02021572";"BU02021572";"     120";"     160";"     460"
"1698";"BU02021579";"BU02021579";"     100";"      60";"      40"
"1699";"WK020216  ";"WK020216  ";"    1170";"    1350";"    1050"
"1700";"BU02021681";"BU02021681";"      20";"      50";"      50"
"1701";"BU02021682";"BU02021682";"    1150";"    1300";"    1000"
"1702";"WK020217  ";"WK020217  ";"    1600";"    2010";"    1390"
"1703";"BU02021780";"BU02021780";"     600";"     960";"     500"
"1704";"BU02021783";"BU02021783";"     700";"     690";"     390"
"1705";"BU02021798";"BU02021798";"     290";"     370";"     490"
"1706";"WK020218  ";"WK020218  ";"    3100";"    2550";"     890"
"1707";"BU02021815";"BU02021815";"     500";"     500";"     150"
"1708";"BU02021884";"BU02021884";"     510";"     490";"     120"
"1709";"BU02021885";"BU02021885";"     410";"     320";"      90"
"1710";"BU02021886";"BU02021886";"     610";"     460";"     240"
"1711";"BU02021887";"BU02021887";"     330";"     320";"     180"
"1712";"BU02021888";"BU02021888";"     750";"     470";"     100"
"1713";"WK020219  ";"WK020219  ";"    2070";"    2650";"    1580"
"1714";"BU02021989";"BU02021989";"     110";"     200";"     270"
"1715";"BU02021990";"BU02021990";"     950";"     900";"     430"
"1716";"BU02021993";"BU02021993";"    1010";"    1550";"     880"
"1717";"WK020220  ";"WK020220  ";"     520";"     810";"     710"
"1718";"BU02022092";"BU02022092";"     520";"     810";"     710"
"1719";"WK020221  ";"WK020221  ";"    2210";"    2830";"    1630"
"1720";"BU02022191";"BU02022191";"     940";"    1150";"     590"
"1721";"BU02022194";"BU02022194";"     760";"     760";"     240"
"1722";"BU02022197";"BU02022197";"     520";"     920";"     780"
"1723";"WK020222  ";"WK020222  ";"    2870";"    4190";"    2430"
"1724";"BU02022295";"BU02022295";"    1470";"    2150";"    1020"
"1725";"BU02022296";"BU02022296";"    1400";"    2030";"    1420"
"1726";"WK020223  ";"WK020223  ";"    2930";"    4000";"    2930"
"1727";"BU02022316";"BU02022316";"     720";"     960";"     760"
"1728";"BU02022317";"BU02022317";"     870";"    1300";"    1100"
"1729";"BU02022318";"BU02022318";"    1160";"    1510";"     910"
"1730";"BU02022319";"BU02022319";"     180";"     230";"     170"
"1731";"WK020224  ";"WK020224  ";"    2030";"    3550";"    4330"
"1732";"BU02022447";"BU02022447";"     840";"    1460";"    1930"
"1733";"BU02022448";"BU02022448";"     410";"     790";"     640"
"1734";"BU02022449";"BU02022449";"     770";"    1290";"    1780"
"1735";"GM0106    ";"GM0106    ";"   12880";"   23980";"   15200"
"1736";"WK010600  ";"WK010600  ";"    1190";"    2120";"    1760"
"1737";"BU01060000";"BU01060000";"     100";"     150";"      60"
"1738";"BU01060001";"BU01060001";"       .";"       .";"       ."
"1739";"BU01060002";"BU01060002";"      60";"      80";"     120"
"1740";"BU01060003";"BU01060003";"     120";"     320";"     220"
"1741";"BU01060004";"BU01060004";"     150";"     360";"     200"
"1742";"BU01060005";"BU01060005";"     360";"     460";"     170"
"1743";"BU01060006";"BU01060006";"      70";"      80";"     130"
"1744";"BU01060007";"BU01060007";"      30";"      70";"     100"
"1745";"BU01060008";"BU01060008";"      90";"     170";"     190"
"1746";"BU01060009";"BU01060009";"       .";"       .";"       ."
"1747";"BU01060010";"BU01060010";"      60";"     190";"     250"
"1748";"BU01060011";"BU01060011";"      60";"     130";"     190"
"1749";"BU01060012";"BU01060012";"      60";"     100";"     110"
"1750";"WK010601  ";"WK010601  ";"    1220";"    2000";"     850"
"1751";"BU01060100";"BU01060100";"     250";"     450";"     200"
"1752";"BU01060101";"BU01060101";"     120";"     260";"     160"
"1753";"BU01060102";"BU01060102";"     300";"     480";"     220"
"1754";"BU01060103";"BU01060103";"     250";"     340";"     120"
"1755";"BU01060104";"BU01060104";"     110";"     190";"      50"
"1756";"BU01060105";"BU01060105";"     190";"     280";"     100"
"1757";"WK010602  ";"WK010602  ";"    1960";"    2780";"    1240"
"1758";"BU01060200";"BU01060200";"     470";"     650";"     210"
"1759";"BU01060201";"BU01060201";"     110";"     200";"     100"
"1760";"BU01060202";"BU01060202";"     370";"     620";"     260"
"1761";"BU01060203";"BU01060203";"     340";"     420";"     170"
"1762";"BU01060204";"BU01060204";"      80";"     200";"     200"
"1763";"BU01060205";"BU01060205";"     580";"     690";"     310"
"1764";"WK010603  ";"WK010603  ";"    1810";"    3100";"    2150"
"1765";"BU01060300";"BU01060300";"       .";"       .";"       ."
"1766";"BU01060301";"BU01060301";"      10";"      50";"      40"
"1767";"BU01060302";"BU01060302";"      20";"     110";"     170"
"1768";"BU01060303";"BU01060303";"      40";"      80";"     100"
"1769";"BU01060304";"BU01060304";"     240";"     430";"     300"
"1770";"BU01060305";"BU01060305";"     410";"     690";"     420"
"1771";"BU01060306";"BU01060306";"      20";"      50";"      60"
"1772";"BU01060307";"BU01060307";"     480";"     800";"     380"
"1773";"BU01060308";"BU01060308";"     280";"     390";"     200"
"1774";"BU01060309";"BU01060309";"     180";"      90";"      10"
"1775";"BU01060310";"BU01060310";"     190";"     350";"     440"
"1776";"WK010604  ";"WK010604  ";"     830";"    1370";"     490"
"1777";"BU01060400";"BU01060400";"       .";"       .";"       ."
"1778";"BU01060401";"BU01060401";"     440";"     640";"     210"
"1779";"BU01060402";"BU01060402";"     310";"     610";"     210"
"1780";"BU01060403";"BU01060403";"       .";"       .";"       ."
"1781";"WK010605  ";"WK010605  ";"     940";"    1500";"    1030"
"1782";"BU01060500";"BU01060500";"       .";"       .";"       ."
"1783";"BU01060501";"BU01060501";"       .";"       .";"       ."
"1784";"BU01060502";"BU01060502";"     170";"     340";"     280"
"1785";"BU01060503";"BU01060503";"     370";"     580";"     350"
"1786";"BU01060504";"BU01060504";"     200";"     230";"      70"
"1787";"BU01060505";"BU01060505";"       .";"       .";"       ."
"1788";"BU01060506";"BU01060506";"       .";"       .";"       ."
"1789";"BU01060507";"BU01060507";"       .";"       .";"       ."
"1790";"BU01060508";"BU01060508";"       .";"       .";"       ."
"1791";"BU01060509";"BU01060509";"       .";"       .";"       ."
"1792";"WK010606  ";"WK010606  ";"    1210";"    2700";"    1160"
"1793";"BU01060600";"BU01060600";"     190";"     420";"     140"
"1794";"BU01060601";"BU01060601";"     280";"     730";"     330"
"1795";"BU01060602";"BU01060602";"     440";"     950";"     350"
"1796";"BU01060603";"BU01060603";"     290";"     580";"     340"
"1797";"BU01060604";"BU01060604";"      20";"      20";"      10"
"1798";"WK010607  ";"WK010607  ";"    1910";"    4500";"    2980"
"1799";"BU01060700";"BU01060700";"      40";"      60";"      20"
"1800";"BU01060701";"BU01060701";"      80";"     270";"     300"
"1801";"BU01060702";"BU01060702";"      80";"     190";"     200"
"1802";"BU01060703";"BU01060703";"     190";"     440";"     230"
"1803";"BU01060704";"BU01060704";"     190";"     430";"     250"
"1804";"BU01060705";"BU01060705";"     130";"     350";"     240"
"1805";"BU01060706";"BU01060706";"      80";"     340";"     260"
"1806";"BU01060707";"BU01060707";"     240";"     430";"     260"
"1807";"BU01060708";"BU01060708";"     170";"     310";"     140"
"1808";"BU01060709";"BU01060709";"     120";"     400";"     220"
"1809";"BU01060710";"BU01060710";"     340";"     760";"     680"
"1810";"BU01060711";"BU01060711";"     160";"     290";"      90"
"1811";"BU01060712";"BU01060712";"      30";"      60";"      40"
"1812";"BU01060713";"BU01060713";"       .";"       .";"       ."
"1813";"BU01060714";"BU01060714";"       .";"       .";"       ."
"1814";"BU01060715";"BU01060715";"      40";"     100";"      20"
"1815";"BU01060716";"BU01060716";"       .";"       .";"       ."
"1816";"BU01060717";"BU01060717";"      30";"      40";"      20"
"1817";"WK010608  ";"WK010608  ";"    1600";"    3510";"    3240"
"1818";"BU01060800";"BU01060800";"     120";"     290";"     190"
"1819";"BU01060801";"BU01060801";"     120";"     300";"     230"
"1820";"BU01060802";"BU01060802";"      40";"     140";"      90"
"1821";"BU01060803";"BU01060803";"     130";"     270";"     260"
"1822";"BU01060804";"BU01060804";"     140";"     350";"     390"
"1823";"BU01060805";"BU01060805";"     150";"     350";"     230"
"1824";"BU01060806";"BU01060806";"     110";"     140";"      70"
"1825";"BU01060807";"BU01060807";"     150";"     270";"     280"
"1826";"BU01060808";"BU01060808";"      60";"     170";"     180"
"1827";"BU01060809";"BU01060809";"      90";"     200";"     190"
"1828";"BU01060810";"BU01060810";"     110";"     330";"     230"
"1829";"BU01060811";"BU01060811";"       .";"       .";"       ."
"1830";"BU01060812";"BU01060812";"       .";"       .";"       ."
"1831";"BU01060813";"BU01060813";"      20";"      10";"      10"
"1832";"BU01060814";"BU01060814";"       .";"       .";"       ."
"1833";"BU01060815";"BU01060815";"     150";"     260";"     430"
"1834";"BU01060816";"BU01060816";"     190";"     380";"     400"
"1835";"BU01060817";"BU01060817";"      20";"      40";"      20"
"1836";"WK010699  ";"WK010699  ";"     230";"     420";"     260"
"1837";"BU01069900";"BU01069900";"      30";"      60";"     100"
"1838";"BU01069901";"BU01069901";"       .";"       .";"       ."
"1839";"BU01069902";"BU01069902";"       .";"       .";"       ."
"1840";"BU01069903";"BU01069903";"       0";"      30";"      10"
"1841";"BU01069904";"BU01069904";"      40";"      30";"      10"
"1842";"BU01069905";"BU01069905";"       .";"       .";"       ."
"1843";"BU01069906";"BU01069906";"      10";"      20";"      10"
"1844";"BU01069907";"BU01069907";"       .";"       .";"       ."
"1845";"BU01069908";"BU01069908";"      10";"      30";"      10"
"1846";"BU01069909";"BU01069909";"      20";"      50";"      20"
"1847";"BU01069910";"BU01069910";"       .";"       .";"       ."
"1848";"BU01069911";"BU01069911";"      30";"      30";"      20"
"1849";"BU01069912";"BU01069912";"      10";"      40";"      10"
"1850";"BU01069913";"BU01069913";"      40";"      20";"      10"
"1851";"BU01069914";"BU01069914";"       .";"       .";"       ."
"1852";"BU01069915";"BU01069915";"      20";"      20";"      20"
"1853";"BU01069916";"BU01069916";"       .";"       .";"       ."
"1854";"BU01069917";"BU01069917";"       .";"       .";"       ."
"1855";"GM0743    ";"GM0743    ";"    3620";"    5910";"    3350"
"1856";"WK074301  ";"WK074301  ";"      40";"      90";"      40"
"1857";"BU07430101";"BU07430101";"      30";"      70";"      20"
"1858";"BU07430102";"BU07430102";"       .";"       .";"       ."
"1859";"BU07430103";"BU07430103";"       .";"       .";"       ."
"1860";"WK074302  ";"WK074302  ";"     130";"     230";"      90"
"1861";"BU07430201";"BU07430201";"      50";"      70";"      40"
"1862";"BU07430202";"BU07430202";"      70";"     160";"      60"
"1863";"WK074303  ";"WK074303  ";"     750";"     930";"     470"
"1864";"BU07430301";"BU07430301";"      90";"     140";"     150"
"1865";"BU07430302";"BU07430302";"     390";"     540";"     250"
"1866";"BU07430303";"BU07430303";"     270";"     250";"      70"
"1867";"WK074304  ";"WK074304  ";"     460";"     880";"     570"
"1868";"BU07430401";"BU07430401";"     160";"     230";"      50"
"1869";"BU07430402";"BU07430402";"     110";"     170";"      70"
"1870";"BU07430403";"BU07430403";"      40";"      70";"      50"
"1871";"BU07430404";"BU07430404";"     110";"     280";"     230"
"1872";"BU07430405";"BU07430405";"      40";"     140";"     160"
"1873";"WK074305  ";"WK074305  ";"     710";"    1220";"     760"
"1874";"BU07430501";"BU07430501";"     160";"     310";"     150"
"1875";"BU07430502";"BU07430502";"     360";"     560";"     350"
"1876";"BU07430503";"BU07430503";"     100";"     180";"     120"
"1877";"BU07430504";"BU07430504";"      80";"     170";"     150"
"1878";"WK074306  ";"WK074306  ";"     750";"     950";"     710"
"1879";"BU07430601";"BU07430601";"     330";"     350";"     330"
"1880";"BU07430602";"BU07430602";"     220";"     310";"     260"
"1881";"BU07430603";"BU07430603";"     200";"     300";"     110"
"1882";"WK074307  ";"WK074307  ";"      80";"     160";"     100"
"1883";"BU07430701";"BU07430701";"      50";"     110";"      90"
"1884";"BU07430702";"BU07430702";"      30";"      50";"      10"
"1885";"WK074308  ";"WK074308  ";"     500";"    1030";"     410"
"1886";"BU07430801";"BU07430801";"     310";"     610";"     250"
"1887";"BU07430802";"BU07430802";"     180";"     420";"     160"
"1888";"WK074309  ";"WK074309  ";"       .";"       .";"       ."
"1889";"BU07430901";"BU07430901";"       .";"       .";"       ."
"1890";"WK074310  ";"WK074310  ";"     150";"     400";"     190"
"1891";"BU07431001";"BU07431001";"      90";"     250";"     110"
"1892";"BU07431002";"BU07431002";"      60";"     150";"      80"
"1893";"WK074311  ";"WK074311  ";"      50";"      30";"      20"
"1894";"BU07431101";"BU07431101";"      50";"      30";"      20"
"1895";"GM0744    ";"GM0744    ";"    1660";"    2370";"    1090"
"1896";"WK074401  ";"WK074401  ";"    1300";"    1910";"     910"
"1897";"BU07440101";"BU07440101";"     260";"     240";"     180"
"1898";"BU07440102";"BU07440102";"     270";"     520";"     170"
"1899";"BU07440103";"BU07440103";"     280";"     400";"     210"
"1900";"BU07440104";"BU07440104";"      20";"      10";"      10"
"1901";"BU07440105";"BU07440105";"      10";"      80";"      10"
"1902";"BU07440106";"BU07440106";"      20";"      30";"      30"
"1903";"BU07440107";"BU07440107";"     450";"     640";"     290"
"1904";"WK074402  ";"WK074402  ";"     310";"     420";"     150"
"1905";"BU07440201";"BU07440201";"     220";"     130";"      80"
"1906";"BU07440202";"BU07440202";"      90";"     280";"      70"
"1907";"WK074403  ";"WK074403  ";"      40";"      30";"      40"
"1908";"BU07440301";"BU07440301";"      40";"      30";"      40"
"1909";"GM0308    ";"GM0308    ";"    4290";"    6910";"    6730"
"1910";"WK030800  ";"WK030800  ";"    1780";"    3310";"    3450"
"1911";"BU03080000";"BU03080000";"     310";"     460";"     600"
"1912";"BU03080001";"BU03080001";"     110";"     180";"     340"
"1913";"BU03080002";"BU03080002";"      80";"     200";"     370"
"1914";"BU03080003";"BU03080003";"     320";"     690";"     660"
"1915";"BU03080004";"BU03080004";"     270";"     720";"     620"
"1916";"BU03080005";"BU03080005";"     610";"     840";"     460"
"1917";"BU03080006";"BU03080006";"      40";"     100";"     250"
"1918";"BU03080007";"BU03080007";"      50";"     120";"     130"
"1919";"WK030801  ";"WK030801  ";"    1950";"    3010";"    2370"
"1920";"BU03080100";"BU03080100";"      70";"     300";"     360"
"1921";"BU03080101";"BU03080101";"     390";"     740";"     300"
"1922";"BU03080102";"BU03080102";"     220";"     370";"     310"
"1923";"BU03080103";"BU03080103";"     480";"     480";"     520"
"1924";"BU03080104";"BU03080104";"     450";"     520";"     430"
"1925";"BU03080105";"BU03080105";"     280";"     570";"     430"
"1926";"BU03080109";"BU03080109";"      40";"      50";"      20"
"1927";"WK030802  ";"WK030802  ";"     140";"     240";"     640"
"1928";"BU03080200";"BU03080200";"     100";"     180";"     500"
"1929";"BU03080201";"BU03080201";"      40";"      70";"     130"
"1930";"WK030804  ";"WK030804  ";"     520";"     200";"     140"
"1931";"BU03080400";"BU03080400";"       .";"       .";"       ."
"1932";"BU03080401";"BU03080401";"       .";"       .";"       ."
"1933";"WK030805  ";"WK030805  ";"      50";"      50";"      90"
"1934";"BU03080500";"BU03080500";"      50";"      50";"      70"
"1935";"BU03080501";"BU03080501";"       .";"      10";"      20"
"1936";"GM0489    ";"GM0489    ";"    8990";"   15640";"   11710"
"1937";"WK048901  ";"WK048901  ";"     310";"     480";"     310"
"1938";"BU04890101";"BU04890101";"      60";"     140";"      90"
"1939";"BU04890102";"BU04890102";"     100";"     140";"      90"
"1940";"BU04890103";"BU04890103";"     150";"     200";"     140"
"1941";"WK048902  ";"WK048902  ";"     640";"     790";"     470"
"1942";"BU04890204";"BU04890204";"     140";"     200";"     120"
"1943";"BU04890205";"BU04890205";"     160";"     230";"      70"
"1944";"BU04890206";"BU04890206";"     120";"     190";"     160"
"1945";"BU04890207";"BU04890207";"     200";"     170";"     120"
"1946";"WK048903  ";"WK048903  ";"     230";"     410";"     200"
"1947";"BU04890308";"BU04890308";"     230";"     410";"     200"
"1948";"WK048904  ";"WK048904  ";"     250";"     630";"     720"
"1949";"BU04890409";"BU04890409";"     180";"     470";"     500"
"1950";"BU04890410";"BU04890410";"      70";"     170";"     220"
"1951";"WK048905  ";"WK048905  ";"     580";"    1110";"     950"
"1952";"BU04890511";"BU04890511";"     130";"     310";"     310"
"1953";"BU04890512";"BU04890512";"     290";"     460";"     400"
"1954";"BU04890513";"BU04890513";"     160";"     340";"     240"
"1955";"WK048906  ";"WK048906  ";"     290";"     540";"     440"
"1956";"BU04890614";"BU04890614";"     290";"     540";"     440"
"1957";"WK048907  ";"WK048907  ";"     350";"     580";"     540"
"1958";"BU04890715";"BU04890715";"     350";"     580";"     540"
"1959";"WK048908  ";"WK048908  ";"     540";"     960";"     620"
"1960";"BU04890816";"BU04890816";"     360";"     570";"     360"
"1961";"BU04890817";"BU04890817";"     190";"     390";"     260"
"1962";"WK048909  ";"WK048909  ";"     920";"    1740";"    1300"
"1963";"BU04890918";"BU04890918";"     200";"     390";"     310"
"1964";"BU04890919";"BU04890919";"     210";"     430";"     340"
"1965";"BU04890920";"BU04890920";"     110";"     330";"     210"
"1966";"BU04890921";"BU04890921";"     120";"     130";"     100"
"1967";"BU04890922";"BU04890922";"     260";"     480";"     350"
"1968";"WK048910  ";"WK048910  ";"     100";"     210";"     120"
"1969";"BU04891023";"BU04891023";"     100";"     210";"     120"
"1970";"WK048911  ";"WK048911  ";"     260";"     480";"     400"
"1971";"BU04891124";"BU04891124";"     260";"     480";"     400"
"1972";"WK048912  ";"WK048912  ";"     310";"     440";"     440"
"1973";"BU04891225";"BU04891225";"     190";"     160";"     150"
"1974";"BU04891226";"BU04891226";"      40";"     110";"     150"
"1975";"BU04891227";"BU04891227";"      90";"     170";"     140"
"1976";"WK048913  ";"WK048913  ";"     150";"     240";"     290"
"1977";"BU04891328";"BU04891328";"     150";"     240";"     290"
"1978";"WK048914  ";"WK048914  ";"    1310";"    1970";"    1300"
"1979";"BU04891429";"BU04891429";"     210";"     360";"     240"
"1980";"BU04891430";"BU04891430";"     270";"     430";"     320"
"1981";"BU04891431";"BU04891431";"     580";"     740";"     450"
"1982";"BU04891432";"BU04891432";"     260";"     440";"     290"
"1983";"WK048915  ";"WK048915  ";"     350";"     600";"     400"
"1984";"BU04891533";"BU04891533";"     350";"     600";"     400"
"1985";"WK048916  ";"WK048916  ";"     330";"     510";"     440"
"1986";"BU04891634";"BU04891634";"     330";"     510";"     440"
"1987";"WK048917  ";"WK048917  ";"     120";"     280";"     210"
"1988";"BU04891735";"BU04891735";"     120";"     280";"     210"
"1989";"WK048918  ";"WK048918  ";"     240";"     540";"     310"
"1990";"BU04891836";"BU04891836";"     240";"     540";"     310"
"1991";"WK048919  ";"WK048919  ";"     210";"     360";"     320"
"1992";"BU04891937";"BU04891937";"     210";"     360";"     320"
"1993";"WK048920  ";"WK048920  ";"    1030";"    1840";"    1150"
"1994";"BU04892039";"BU04892039";"    1030";"    1840";"    1150"
"1995";"WK048930  ";"WK048930  ";"      50";"      80";"      40"
"1996";"BU04893050";"BU04893050";"       .";"       .";"       ."
"1997";"BU04893051";"BU04893051";"       .";"       .";"       ."
"1998";"BU04893052";"BU04893052";"       .";"       .";"       ."
"1999";"BU04893053";"BU04893053";"       .";"       .";"       ."
"2000";"BU04893054";"BU04893054";"      40";"      60";"      30"
"2001";"WK048931  ";"WK048931  ";"     460";"     810";"     680"
"2002";"BU04893160";"BU04893160";"      10";"      20";"       0"
"2003";"BU04893161";"BU04893161";"      10";"      40";"      10"
"2004";"BU04893162";"BU04893162";"      30";"      60";"      70"
"2005";"BU04893163";"BU04893163";"      90";"     120";"     140"
"2006";"BU04893164";"BU04893164";"     310";"     550";"     470"
"2007";"WK048950  ";"WK048950  ";"      10";"      40";"      20"
"2008";"BU04895070";"BU04895070";"       .";"       .";"       ."
"2009";"BU04895071";"BU04895071";"       .";"       .";"       ."
"2010";"BU04895072";"BU04895072";"       .";"       .";"       ."
"2011";"BU04895073";"BU04895073";"       .";"       .";"       ."
"2012";"BU04895074";"BU04895074";"       .";"       .";"       ."
"2013";"BU04895075";"BU04895075";"       .";"       .";"       ."
"2014";"BU04895076";"BU04895076";"       .";"       .";"       ."
"2015";"BU04895077";"BU04895077";"       .";"       .";"       ."
"2016";"BU04895078";"BU04895078";"       .";"       .";"       ."
"2017";"BU04895080";"BU04895080";"       .";"       .";"       ."
"2018";"BU04895081";"BU04895081";"       .";"       .";"       ."
"2019";"BU04895082";"BU04895082";"       .";"       .";"       ."
"2020";"BU04895083";"BU04895083";"       .";"       .";"       ."
"2021";"BU04895084";"BU04895084";"       .";"       .";"       ."
"2022";"GM0203    ";"GM0203    ";"   13060";"   19860";"    9860"
"2023";"WK020354  ";"WK020354  ";"    7430";"   11280";"    5990"
"2024";"BU02035400";"BU02035400";"     530";"     660";"     320"
"2025";"BU02035401";"BU02035401";"     320";"     610";"     300"
"2026";"BU02035402";"BU02035402";"     140";"     230";"     130"
"2027";"BU02035403";"BU02035403";"     280";"     330";"     140"
"2028";"BU02035404";"BU02035404";"     670";"     670";"     280"
"2029";"BU02035405";"BU02035405";"     240";"     430";"     230"
"2030";"BU02035406";"BU02035406";"     240";"     290";"      80"
"2031";"BU02035407";"BU02035407";"     350";"     430";"     220"
"2032";"BU02035408";"BU02035408";"    1120";"    1420";"     580"
"2033";"BU02035409";"BU02035409";"     450";"     570";"     250"
"2034";"BU02035410";"BU02035410";"     590";"     640";"     310"
"2035";"BU02035411";"BU02035411";"     500";"     900";"     480"
"2036";"BU02035412";"BU02035412";"     640";"    1250";"     680"
"2037";"BU02035413";"BU02035413";"       .";"       .";"       ."
"2038";"BU02035414";"BU02035414";"     760";"    1560";"    1040"
"2039";"BU02035415";"BU02035415";"     600";"    1250";"     960"
"2040";"BU02035425";"BU02035425";"       .";"       .";"       ."
"2041";"BU02035426";"BU02035426";"       .";"       .";"       ."
"2042";"WK020355  ";"WK020355  ";"    2340";"    3920";"    2040"
"2043";"BU02035530";"BU02035530";"     550";"    1060";"     680"
"2044";"BU02035531";"BU02035531";"     130";"     170";"      90"
"2045";"BU02035532";"BU02035532";"     200";"     230";"      50"
"2046";"BU02035533";"BU02035533";"      70";"     160";"      60"
"2047";"BU02035534";"BU02035534";"      60";"     110";"      70"
"2048";"BU02035535";"BU02035535";"     350";"     430";"     190"
"2049";"BU02035536";"BU02035536";"      90";"     160";"      40"
"2050";"BU02035537";"BU02035537";"     170";"     270";"     120"
"2051";"BU02035538";"BU02035538";"     250";"     310";"     170"
"2052";"BU02035539";"BU02035539";"     250";"     590";"     290"
