"ID";"WijkenEnBuurten";"Codering_3";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66"
"2115";"BU19540601";"BU19540601";"     620";"    1130";"     920"
"2116";"BU19540602";"BU19540602";"      20";"      60";"      50"
"2117";"BU19540603";"BU19540603";"     250";"     320";"     280"
"2118";"GM0370    ";"GM0370    ";"    1810";"    3350";"    2280"
"2119";"WK037000  ";"WK037000  ";"    1230";"    2470";"    1330"
"2120";"BU03700000";"BU03700000";"     800";"    1560";"     790"
"2121";"BU03700001";"BU03700001";"     110";"     140";"      60"
"2122";"BU03700002";"BU03700002";"      60";"     130";"      90"
"2123";"BU03700003";"BU03700003";"      30";"      40";"      20"
"2124";"BU03700006";"BU03700006";"      70";"     270";"     190"
"2125";"BU03700007";"BU03700007";"      50";"     120";"      40"
"2126";"BU03700008";"BU03700008";"      30";"      90";"      40"
"2127";"BU03700009";"BU03700009";"      70";"     130";"     110"
"2128";"WK037001  ";"WK037001  ";"     580";"     890";"     940"
"2129";"BU03700100";"BU03700100";"     510";"     760";"     840"
"2130";"BU03700109";"BU03700109";"      70";"     130";"     100"
"2131";"GM0889    ";"GM0889    ";"    3400";"    4550";"    2290"
"2132";"WK088900  ";"WK088900  ";"    2920";"    3730";"    1670"
"2133";"BU08890000";"BU08890000";"    1580";"    2070";"     940"
"2134";"BU08890001";"BU08890001";"    1300";"    1590";"     700"
"2135";"BU08890008";"BU08890008";"      20";"      40";"      20"
"2136";"BU08890009";"BU08890009";"       .";"       .";"       ."
"2137";"WK088901  ";"WK088901  ";"     490";"     820";"     610"
"2138";"BU08890100";"BU08890100";"     420";"     750";"     490"
"2139";"BU08890101";"BU08890101";"      40";"      40";"      30"
"2140";"BU08890102";"BU08890102";"      20";"      20";"      20"
"2141";"BU08890109";"BU08890109";"      20";"      30";"      50"
"2142";"GM1945    ";"GM1945    ";"    7850";"   10860";"    7780"
"2143";"WK194500  ";"WK194500  ";"     540";"     890";"    1200"
"2144";"BU19450000";"BU19450000";"     280";"     400";"     510"
"2145";"BU19450001";"BU19450001";"     190";"     340";"     380"
"2146";"BU19450002";"BU19450002";"       .";"       .";"       ."
"2147";"BU19450003";"BU19450003";"       .";"       .";"       ."
"2148";"WK194501  ";"WK194501  ";"     270";"     550";"     920"
"2149";"BU19450100";"BU19450100";"     160";"     310";"     560"
"2150";"BU19450101";"BU19450101";"      90";"     150";"     270"
"2151";"BU19450102";"BU19450102";"      20";"      90";"      90"
"2152";"WK194502  ";"WK194502  ";"     660";"     920";"     410"
"2153";"BU19450200";"BU19450200";"     560";"     800";"     270"
"2154";"BU19450201";"BU19450201";"     100";"     130";"     130"
"2155";"WK194503  ";"WK194503  ";"     320";"     470";"     200"
"2156";"BU19450300";"BU19450300";"     200";"     300";"     130"
"2157";"BU19450301";"BU19450301";"     130";"     160";"      70"
"2158";"WK194504  ";"WK194504  ";"      10";"      60";"      50"
"2159";"BU19450400";"BU19450400";"      10";"      60";"      50"
"2160";"WK194505  ";"WK194505  ";"    3380";"    4040";"    2380"
"2161";"BU19450500";"BU19450500";"     380";"     420";"     270"
"2162";"BU19450501";"BU19450501";"     550";"     640";"     450"
"2163";"BU19450502";"BU19450502";"     490";"     830";"     460"
"2164";"BU19450503";"BU19450503";"     550";"     670";"     270"
"2165";"BU19450504";"BU19450504";"     250";"     290";"     220"
"2166";"BU19450505";"BU19450505";"     840";"     820";"     370"
"2167";"BU19450506";"BU19450506";"       .";"       .";"       ."
"2168";"BU19450507";"BU19450507";"       0";"      20";"      10"
"2169";"BU19450508";"BU19450508";"     130";"      20";"      90"
"2170";"BU19450509";"BU19450509";"      10";"      20";"      10"
"2171";"BU19450510";"BU19450510";"     150";"     300";"     230"
"2172";"BU19450511";"BU19450511";"       .";"       .";"       ."
"2173";"WK194506  ";"WK194506  ";"      50";"     140";"     400"
"2174";"BU19450600";"BU19450600";"      50";"     120";"     340"
"2175";"BU19450601";"BU19450601";"       0";"      10";"      70"
"2176";"WK194507  ";"WK194507  ";"     120";"     130";"     160"
"2177";"BU19450700";"BU19450700";"       .";"       .";"       ."
"2178";"BU19450701";"BU19450701";"       .";"       .";"       ."
"2179";"WK194508  ";"WK194508  ";"     380";"     610";"     330"
"2180";"BU19450800";"BU19450800";"     350";"     570";"     280"
"2181";"BU19450801";"BU19450801";"       .";"       .";"       ."
"2182";"BU19450802";"BU19450802";"      40";"      40";"      50"
"2183";"WK194509  ";"WK194509  ";"    1510";"    2240";"     800"
"2184";"BU19450900";"BU19450900";"     790";"    1040";"     320"
"2185";"BU19450901";"BU19450901";"     690";"    1140";"     450"
"2186";"BU19450902";"BU19450902";"       .";"       .";"       ."
"2187";"BU19450903";"BU19450903";"      20";"      30";"      20"
"2188";"BU19450904";"BU19450904";"       .";"       .";"       ."
"2189";"WK194510  ";"WK194510  ";"     500";"     690";"     690"
"2190";"BU19451000";"BU19451000";"     480";"     580";"     530"
"2191";"BU19451001";"BU19451001";"       .";"       .";"       ."
"2192";"BU19451002";"BU19451002";"       .";"       .";"       ."
"2193";"WK194511  ";"WK194511  ";"      10";"      40";"      40"
"2194";"BU19451100";"BU19451100";"      10";"      40";"      40"
"2195";"WK194512  ";"WK194512  ";"      70";"     100";"     210"
"2196";"BU19451200";"BU19451200";"      70";"     100";"     210"
"2197";"GM1724    ";"GM1724    ";"    3760";"    6630";"    3800"
"2198";"WK172400  ";"WK172400  ";"    1830";"    2870";"    1620"
"2199";"BU17240001";"BU17240001";"     100";"     170";"      70"
"2200";"BU17240002";"BU17240002";"      40";"      50";"      30"
"2201";"BU17240003";"BU17240003";"     270";"     310";"     140"
"2202";"BU17240004";"BU17240004";"      60";"     200";"      70"
"2203";"BU17240005";"BU17240005";"     160";"     290";"     110"
"2204";"BU17240006";"BU17240006";"     170";"     360";"     130"
"2205";"BU17240007";"BU17240007";"      40";"      60";"      30"
"2206";"BU17240008";"BU17240008";"      30";"      70";"      70"
"2207";"BU17240009";"BU17240009";"      40";"      90";"      70"
"2208";"BU17240010";"BU17240010";"     190";"     230";"     110"
"2209";"BU17240011";"BU17240011";"      40";"      90";"     120"
"2210";"BU17240012";"BU17240012";"     110";"     100";"      70"
"2211";"BU17240013";"BU17240013";"     270";"     330";"     230"
"2212";"BU17240014";"BU17240014";"     230";"     340";"     150"
"2213";"BU17240015";"BU17240015";"      40";"      80";"      80"
"2214";"BU17240016";"BU17240016";"      30";"      60";"      90"
"2215";"BU17240017";"BU17240017";"      40";"      40";"      20"
"2216";"WK172401  ";"WK172401  ";"      90";"     230";"      80"
"2217";"BU17240101";"BU17240101";"      90";"     230";"      80"
"2218";"WK172402  ";"WK172402  ";"     630";"     920";"     340"
"2219";"BU17240201";"BU17240201";"     120";"     220";"      80"
"2220";"BU17240202";"BU17240202";"     110";"     170";"      70"
"2221";"BU17240203";"BU17240203";"      50";"      70";"      50"
"2222";"BU17240204";"BU17240204";"     160";"     130";"      40"
"2223";"BU17240205";"BU17240205";"      20";"      60";"      30"
"2224";"BU17240206";"BU17240206";"      30";"      80";"      30"
"2225";"BU17240207";"BU17240207";"      20";"      70";"      30"
"2226";"BU17240208";"BU17240208";"      60";"      70";"      20"
"2227";"BU17240209";"BU17240209";"       .";"       .";"       ."
"2228";"BU17240210";"BU17240210";"       .";"       .";"       ."
"2229";"BU17240211";"BU17240211";"       .";"       .";"       ."
"2230";"WK172403  ";"WK172403  ";"     350";"     550";"     530"
"2231";"BU17240301";"BU17240301";"       .";"       .";"       ."
"2232";"BU17240302";"BU17240302";"     130";"     100";"      90"
"2233";"BU17240303";"BU17240303";"      50";"      60";"      40"
"2234";"BU17240304";"BU17240304";"      70";"     130";"     110"
"2235";"BU17240306";"BU17240306";"      50";"     130";"     100"
"2236";"BU17240307";"BU17240307";"      50";"     110";"     160"
"2237";"WK172404  ";"WK172404  ";"     320";"     680";"     500"
"2238";"BU17240401";"BU17240401";"      90";"     110";"      70"
"2239";"BU17240402";"BU17240402";"      10";"      30";"     110"
"2240";"BU17240403";"BU17240403";"      60";"      90";"      70"
"2241";"BU17240404";"BU17240404";"       .";"       .";"       ."
"2242";"BU17240405";"BU17240405";"      80";"     100";"      50"
"2243";"BU17240406";"BU17240406";"      20";"      60";"      30"
"2244";"BU17240407";"BU17240407";"      40";"     100";"      60"
"2245";"BU17240408";"BU17240408";"      40";"     160";"      40"
"2246";"BU17240409";"BU17240409";"      10";"      20";"      10"
"2247";"WK172405  ";"WK172405  ";"     140";"     440";"     310"
"2248";"BU17240501";"BU17240501";"      50";"     120";"     150"
"2249";"BU17240502";"BU17240502";"      40";"     170";"      70"
"2250";"BU17240503";"BU17240503";"       .";"       .";"       ."
"2251";"BU17240504";"BU17240504";"       .";"       .";"       ."
"2252";"BU17240505";"BU17240505";"      30";"      90";"      30"
"2253";"WK172406  ";"WK172406  ";"     420";"     930";"     420"
"2254";"BU17240601";"BU17240601";"      30";"     110";"      40"
"2255";"BU17240602";"BU17240602";"       0";"      60";"      60"
"2256";"BU17240603";"BU17240603";"      80";"      90";"      50"
"2257";"BU17240604";"BU17240604";"      10";"      30";"      10"
"2258";"BU17240605";"BU17240605";"      10";"      50";"      10"
"2259";"BU17240606";"BU17240606";"      30";"      50";"      30"
"2260";"BU17240607";"BU17240607";"      90";"     130";"      70"
"2261";"BU17240608";"BU17240608";"      70";"     130";"      60"
"2262";"BU17240609";"BU17240609";"     100";"     190";"      80"
"2263";"BU17240610";"BU17240610";"      10";"      80";"      10"
"2264";"GM0893    ";"GM0893    ";"    3140";"    5180";"    1800"
"2265";"WK089301  ";"WK089301  ";"      40";"     100";"      60"
"2266";"BU08930110";"BU08930110";"      40";"      70";"      50"
"2267";"BU08930111";"BU08930111";"      10";"      30";"      10"
"2268";"WK089302  ";"WK089302  ";"      40";"     160";"      80"
"2269";"BU08930220";"BU08930220";"      40";"     160";"      80"
"2270";"BU08930221";"BU08930221";"       .";"       .";"       ."
"2271";"WK089303  ";"WK089303  ";"    1160";"    1720";"     610"
"2272";"BU08930330";"BU08930330";"    1070";"    1610";"     560"
"2273";"BU08930331";"BU08930331";"       .";"       .";"       ."
"2274";"BU08930332";"BU08930332";"       .";"       .";"       ."
"2275";"WK089304  ";"WK089304  ";"     550";"     840";"     290"
"2276";"BU08930440";"BU08930440";"     460";"     620";"     220"
"2277";"BU08930441";"BU08930441";"      90";"     220";"      60"
"2278";"WK089305  ";"WK089305  ";"     490";"     880";"     240"
"2279";"BU08930550";"BU08930550";"     360";"     600";"     150"
"2280";"BU08930551";"BU08930551";"     130";"     280";"      90"
"2281";"WK089306  ";"WK089306  ";"     560";"     990";"     360"
"2282";"BU08930660";"BU08930660";"     390";"     610";"     170"
"2283";"BU08930661";"BU08930661";"      80";"     140";"      90"
"2284";"BU08930662";"BU08930662";"      90";"     230";"     120"
"2285";"WK089307  ";"WK089307  ";"     290";"     500";"     170"
"2286";"BU08930770";"BU08930770";"     160";"     270";"      80"
"2287";"BU08930771";"BU08930771";"     130";"     230";"      90"
"2288";"GM0373    ";"GM0373    ";"    4960";"    9180";"    7530"
"2289";"WK037301  ";"WK037301  ";"    1720";"    3160";"    3570"
"2290";"BU03730101";"BU03730101";"      60";"     120";"     200"
"2291";"BU03730102";"BU03730102";"      60";"     140";"     210"
"2292";"BU03730103";"BU03730103";"     130";"     230";"     390"
"2293";"BU03730104";"BU03730104";"      70";"     120";"     200"
"2294";"BU03730105";"BU03730105";"      70";"     120";"      80"
"2295";"BU03730106";"BU03730106";"      20";"      60";"      40"
"2296";"BU03730107";"BU03730107";"     250";"     430";"     350"
"2297";"BU03730108";"BU03730108";"      90";"     150";"     180"
"2298";"BU03730109";"BU03730109";"     190";"     390";"     340"
"2299";"BU03730110";"BU03730110";"     220";"     360";"     300"
"2300";"BU03730111";"BU03730111";"     110";"     310";"     290"
"2301";"BU03730112";"BU03730112";"      70";"     120";"     150"
"2302";"BU03730113";"BU03730113";"     100";"     200";"     150"
"2303";"BU03730114";"BU03730114";"      60";"     110";"     190"
"2304";"BU03730115";"BU03730115";"      80";"      20";"      50"
"2305";"BU03730116";"BU03730116";"     100";"     200";"     270"
"2306";"BU03730117";"BU03730117";"      30";"      60";"     180"
"2307";"WK037302  ";"WK037302  ";"      70";"      90";"     110"
"2308";"BU03730200";"BU03730200";"      70";"      90";"     110"
"2309";"WK037303  ";"WK037303  ";"      80";"     220";"     160"
"2310";"BU03730300";"BU03730300";"      80";"     220";"     160"
"2311";"WK037304  ";"WK037304  ";"     930";"    1530";"     790"
"2312";"BU03730400";"BU03730400";"     560";"     830";"     450"
"2313";"BU03730401";"BU03730401";"      10";"       0";"      20"
"2314";"BU03730402";"BU03730402";"     280";"     470";"     190"
"2315";"BU03730403";"BU03730403";"      80";"     220";"     130"
"2316";"WK037305  ";"WK037305  ";"     550";"    1080";"     490"
"2317";"BU03730500";"BU03730500";"     470";"    1020";"     460"
"2318";"BU03730501";"BU03730501";"      80";"      60";"      30"
"2319";"WK037306  ";"WK037306  ";"     640";"    1160";"     870"
"2320";"BU03730600";"BU03730600";"     450";"     750";"     590"
"2321";"BU03730601";"BU03730601";"     140";"     220";"     180"
"2322";"BU03730602";"BU03730602";"      30";"      70";"      40"
"2323";"BU03730609";"BU03730609";"      20";"     120";"      50"
"2324";"WK037307  ";"WK037307  ";"     950";"    1920";"    1600"
"2325";"BU03730700";"BU03730700";"     500";"     950";"     780"
"2326";"BU03730701";"BU03730701";"      20";"      70";"      70"
"2327";"BU03730702";"BU03730702";"     100";"     150";"     220"
"2328";"BU03730703";"BU03730703";"      30";"     100";"      80"
"2329";"BU03730704";"BU03730704";"     250";"     520";"     400"
"2330";"BU03730705";"BU03730705";"      40";"     100";"      50"
"2331";"BU03730709";"BU03730709";"      10";"      10";"      40"
"2332";"GM0748    ";"GM0748    ";"   15690";"   22360";"   13180"
"2333";"WK074800  ";"WK074800  ";"    3300";"    4570";"    2810"
"2334";"BU07480000";"BU07480000";"     790";"    1390";"    1100"
"2335";"BU07480001";"BU07480001";"     400";"     620";"     350"
"2336";"BU07480002";"BU07480002";"     200";"     430";"     380"
"2337";"BU07480003";"BU07480003";"     220";"     400";"     340"
"2338";"BU07480004";"BU07480004";"     640";"     670";"     270"
"2339";"BU07480005";"BU07480005";"     790";"     780";"     270"
"2340";"BU07480006";"BU07480006";"     280";"     280";"      90"
"2341";"WK074801  ";"WK074801  ";"    2140";"    3610";"    2410"
"2342";"BU07480100";"BU07480100";"     400";"     810";"     480"
"2343";"BU07480101";"BU07480101";"     390";"     750";"     590"
"2344";"BU07480102";"BU07480102";"     490";"     680";"     660"
"2345";"BU07480103";"BU07480103";"     860";"    1390";"     670"
"2346";"WK074802  ";"WK074802  ";"    5570";"    6120";"    2600"
"2347";"BU07480200";"BU07480200";"    1650";"    1630";"     510"
"2348";"BU07480201";"BU07480201";"     580";"     690";"     420"
"2349";"BU07480202";"BU07480202";"    1040";"    1310";"     480"
"2350";"BU07480203";"BU07480203";"    1010";"     820";"     370"
"2351";"BU07480204";"BU07480204";"     660";"     870";"     380"
"2352";"BU07480205";"BU07480205";"     440";"     460";"     140"
"2353";"BU07480206";"BU07480206";"      10";"      20";"       0"
"2354";"BU07480208";"BU07480208";"      40";"      90";"      90"
"2355";"BU07480209";"BU07480209";"     160";"     210";"     180"
"2356";"WK074803  ";"WK074803  ";"    1810";"    2960";"    2590"
"2357";"BU07480300";"BU07480300";"    1390";"    2380";"    1920"
"2358";"BU07480301";"BU07480301";"     180";"     250";"     370"
"2359";"BU07480302";"BU07480302";"     220";"     310";"     280"
"2360";"BU07480306";"BU07480306";"       .";"       .";"       ."
"2361";"BU07480308";"BU07480308";"       .";"       .";"       ."
"2362";"BU07480309";"BU07480309";"       .";"       .";"       ."
"2363";"WK074804  ";"WK074804  ";"    2370";"    4410";"    2460"
"2364";"BU07480400";"BU07480400";"     580";"     930";"     340"
"2365";"BU07480401";"BU07480401";"     440";"     870";"     350"
"2366";"BU07480402";"BU07480402";"      90";"     160";"      80"
"2367";"BU07480403";"BU07480403";"     140";"     360";"     280"
"2368";"BU07480404";"BU07480404";"     430";"     940";"     630"
"2369";"BU07480405";"BU07480405";"     490";"    1000";"     730"
"2370";"BU07480408";"BU07480408";"     190";"      80";"      60"
"2371";"BU07480409";"BU07480409";"       0";"      40";"      20"
"2372";"WK074805  ";"WK074805  ";"     560";"     700";"     230"
"2373";"BU07480500";"BU07480500";"     420";"     520";"     160"
"2374";"BU07480507";"BU07480507";"      40";"      60";"      30"
"2375";"BU07480508";"BU07480508";"      50";"      90";"      10"
"2376";"BU07480509";"BU07480509";"      50";"      30";"      30"
"2377";"GM1859    ";"GM1859    ";"    9500";"   16000";"    7420"
"2378";"WK185900  ";"WK185900  ";"    2000";"    3890";"    1870"
"2379";"BU18590000";"BU18590000";"     180";"     340";"     140"
"2380";"BU18590002";"BU18590002";"     190";"     350";"     200"
"2381";"BU18590003";"BU18590003";"      80";"     200";"     150"
"2382";"BU18590004";"BU18590004";"      50";"     130";"      60"
"2383";"BU18590005";"BU18590005";"      60";"     130";"      60"
"2384";"BU18590006";"BU18590006";"      90";"     120";"      50"
"2385";"BU18590007";"BU18590007";"     160";"     280";"     160"
"2386";"BU18590008";"BU18590008";"      90";"     210";"     120"
"2387";"BU18590009";"BU18590009";"      50";"     180";"      70"
"2388";"BU18590010";"BU18590010";"      70";"     230";"     130"
"2389";"BU18590011";"BU18590011";"     260";"     410";"     130"
"2390";"BU18590012";"BU18590012";"     200";"     240";"     120"
"2391";"BU18590013";"BU18590013";"      30";"      60";"      10"
"2392";"BU18590014";"BU18590014";"      80";"     140";"      70"
"2393";"BU18590015";"BU18590015";"     200";"     390";"     100"
"2394";"BU18590016";"BU18590016";"      80";"     160";"      70"
"2395";"BU18590017";"BU18590017";"      70";"     120";"      80"
"2396";"BU18590018";"BU18590018";"      50";"     210";"     130"
"2397";"WK185901  ";"WK185901  ";"    3100";"    4180";"    2120"
"2398";"BU18590102";"BU18590102";"     100";"     190";"      80"
"2399";"BU18590104";"BU18590104";"      50";"     150";"      30"
"2400";"BU18590105";"BU18590105";"      40";"      70";"      10"
"2401";"BU18590106";"BU18590106";"     160";"     190";"     120"
"2402";"BU18590107";"BU18590107";"     110";"     130";"      40"
"2403";"BU18590108";"BU18590108";"      50";"     120";"      50"
"2404";"BU18590109";"BU18590109";"     170";"     340";"     190"
"2405";"BU18590110";"BU18590110";"     340";"     410";"     110"
"2406";"BU18590111";"BU18590111";"       .";"       .";"       ."
"2407";"BU18590112";"BU18590112";"     180";"     320";"     120"
"2408";"BU18590113";"BU18590113";"     240";"     400";"     180"
"2409";"BU18590114";"BU18590114";"      90";"     190";"     120"
"2410";"BU18590115";"BU18590115";"      50";"     150";"     130"
"2411";"BU18590116";"BU18590116";"     140";"     230";"     140"
"2412";"BU18590117";"BU18590117";"      90";"     120";"     130"
"2413";"BU18590118";"BU18590118";"      50";"     160";"     180"
"2414";"BU18590119";"BU18590119";"     260";"     330";"     200"
"2415";"BU18590120";"BU18590120";"     340";"     140";"      90"
"2416";"BU18590121";"BU18590121";"      40";"     150";"     100"
"2417";"BU18590122";"BU18590122";"     240";"     200";"      80"
"2418";"BU18590123";"BU18590123";"     160";"     240";"     100"
"2419";"BU18590124";"BU18590124";"       .";"       .";"       ."
"2420";"WK185902  ";"WK185902  ";"     630";"    1190";"     370"
"2421";"BU18590200";"BU18590200";"     230";"     530";"     200"
"2422";"BU18590206";"BU18590206";"      80";"     170";"      40"
"2423";"BU18590207";"BU18590207";"     250";"     420";"     110"
"2424";"BU18590209";"BU18590209";"      60";"      60";"      30"
"2425";"WK185903  ";"WK185903  ";"    2280";"    3880";"    1710"
"2426";"BU18590301";"BU18590301";"      50";"      80";"      30"
"2427";"BU18590302";"BU18590302";"      80";"     210";"     150"
"2428";"BU18590307";"BU18590307";"      70";"     200";"     100"
"2429";"BU18590308";"BU18590308";"     150";"     220";"     150"
"2430";"BU18590309";"BU18590309";"     150";"     290";"     170"
"2431";"BU18590310";"BU18590310";"     350";"     430";"     170"
"2432";"BU18590311";"BU18590311";"     120";"     190";"      50"
"2433";"BU18590312";"BU18590312";"     390";"     590";"     210"
"2434";"BU18590313";"BU18590313";"      10";"      40";"      30"
"2435";"BU18590314";"BU18590314";"     320";"     480";"     170"
"2436";"BU18590315";"BU18590315";"      60";"     130";"      30"
"2437";"BU18590316";"BU18590316";"     180";"     200";"     130"
"2438";"BU18590317";"BU18590317";"      70";"     240";"     110"
"2439";"BU18590318";"BU18590318";"     270";"     430";"     160"
"2440";"BU18590319";"BU18590319";"      60";"     120";"      40"
"2441";"WK185904  ";"WK185904  ";"    1470";"    2880";"    1360"
"2442";"BU18590405";"BU18590405";"     230";"     370";"     140"
"2443";"BU18590406";"BU18590406";"      60";"     110";"      60"
"2444";"BU18590407";"BU18590407";"      40";"      60";"      30"
"2445";"BU18590408";"BU18590408";"      80";"     140";"      70"
"2446";"BU18590410";"BU18590410";"      20";"      50";"      30"
"2447";"BU18590411";"BU18590411";"     300";"     540";"     160"
"2448";"BU18590412";"BU18590412";"     150";"     330";"     180"
"2449";"BU18590413";"BU18590413";"      90";"     300";"      40"
"2450";"BU18590414";"BU18590414";"      90";"     100";"     100"
"2451";"BU18590415";"BU18590415";"      30";"      60";"      90"
"2452";"BU18590416";"BU18590416";"     220";"     400";"     350"
"2453";"BU18590417";"BU18590417";"     100";"     280";"     120"
"2454";"BU18590418";"BU18590418";"      50";"     110";"      30"
"2455";"GM1721    ";"GM1721    ";"    6980";"   10570";"    6070"
"2456";"WK172101  ";"WK172101  ";"    2730";"    4150";"    2520"
"2457";"BU17210101";"BU17210101";"     110";"     200";"     190"
"2458";"BU17210102";"BU17210102";"     160";"     170";"     140"
"2459";"BU17210103";"BU17210103";"     140";"      60";"      50"
"2460";"BU17210104";"BU17210104";"     120";"     150";"      70"
"2461";"BU17210105";"BU17210105";"      80";"     240";"      40"
"2462";"BU17210106";"BU17210106";"     160";"     190";"     100"
"2463";"BU17210107";"BU17210107";"     170";"     150";"      40"
"2464";"BU17210108";"BU17210108";"     130";"     200";"      60"
"2465";"BU17210109";"BU17210109";"     160";"     220";"     180"
"2466";"BU17210110";"BU17210110";"     160";"     260";"     160"
"2467";"BU17210111";"BU17210111";"     100";"     100";"      50"
"2468";"BU17210112";"BU17210112";"     160";"     170";"      40"
"2469";"BU17210113";"BU17210113";"     110";"     100";"      50"
"2470";"BU17210114";"BU17210114";"     140";"     230";"     110"
"2471";"BU17210115";"BU17210115";"     210";"     210";"      80"
"2472";"BU17210116";"BU17210116";"      90";"     160";"     100"
"2473";"BU17210117";"BU17210117";"      60";"     100";"     170"
"2474";"BU17210118";"BU17210118";"     140";"     400";"     390"
"2475";"BU17210119";"BU17210119";"     120";"     370";"     200"
"2476";"BU17210120";"BU17210120";"     200";"     480";"     300"
"2477";"WK172102  ";"WK172102  ";"    1410";"    2060";"    1410"
"2478";"BU17210201";"BU17210201";"     170";"     230";"     110"
"2479";"BU17210202";"BU17210202";"     110";"     190";"      80"
"2480";"BU17210203";"BU17210203";"      80";"     140";"     110"
"2481";"BU17210204";"BU17210204";"     160";"     190";"     120"
"2482";"BU17210205";"BU17210205";"      60";"     150";"      60"
"2483";"BU17210206";"BU17210206";"     190";"     190";"     130"
"2484";"BU17210207";"BU17210207";"      80";"     100";"     130"
"2485";"BU17210208";"BU17210208";"     120";"     150";"     130"
"2486";"BU17210209";"BU17210209";"      70";"     190";"     140"
"2487";"BU17210210";"BU17210210";"     200";"     250";"     260"
"2488";"BU17210211";"BU17210211";"     170";"     260";"     150"
"2489";"WK172103  ";"WK172103  ";"    1480";"    1830";"     820"
"2490";"BU17210301";"BU17210301";"     130";"     260";"     110"
"2491";"BU17210302";"BU17210302";"     180";"     140";"      50"
"2492";"BU17210303";"BU17210303";"     190";"     130";"      70"
"2493";"BU17210304";"BU17210304";"      80";"     200";"      90"
"2494";"BU17210305";"BU17210305";"      90";"     130";"      60"
"2495";"BU17210306";"BU17210306";"     200";"     300";"      70"
"2496";"BU17210307";"BU17210307";"     170";"     190";"     100"
"2497";"BU17210308";"BU17210308";"     170";"     110";"      30"
"2498";"BU17210309";"BU17210309";"     150";"     240";"     110"
"2499";"BU17210310";"BU17210310";"     100";"     150";"     120"
"2500";"WK172104  ";"WK172104  ";"     230";"     530";"     220"
"2501";"BU17210401";"BU17210401";"      60";"     160";"      40"
"2502";"BU17210402";"BU17210402";"     110";"     260";"     100"
"2503";"BU17210403";"BU17210403";"      60";"     120";"      80"
"2504";"WK172105  ";"WK172105  ";"     690";"    1180";"     610"
"2505";"BU17210501";"BU17210501";"      70";"     110";"      90"
"2506";"BU17210502";"BU17210502";"      50";"     110";"      70"
"2507";"BU17210503";"BU17210503";"     180";"     250";"     100"
"2508";"BU17210504";"BU17210504";"      90";"     160";"     110"
"2509";"BU17210505";"BU17210505";"      70";"     210";"      90"
"2510";"BU17210506";"BU17210506";"     240";"     340";"     150"
"2511";"WK172106  ";"WK172106  ";"     440";"     800";"     510"
"2512";"BU17210601";"BU17210601";"      80";"     220";"      90"
"2513";"BU17210602";"BU17210602";"     260";"     520";"     260"
"2514";"BU17210603";"BU17210603";"      90";"      80";"     150"
"2515";"GM0753    ";"GM0753    ";"    5650";"    9250";"    8170"
"2516";"WK075300  ";"WK075300  ";"    5650";"    9250";"    8170"
"2517";"BU07530001";"BU07530001";"     220";"     360";"     260"
"2518";"BU07530002";"BU07530002";"     390";"     550";"     340"
"2519";"BU07530003";"BU07530003";"     190";"     420";"     420"
"2520";"BU07530004";"BU07530004";"     310";"     540";"     420"
"2521";"BU07530005";"BU07530005";"      20";"      40";"      80"
"2522";"BU07530006";"BU07530006";"      80";"     150";"     170"
"2523";"BU07530007";"BU07530007";"     500";"    1230";"     920"
"2524";"BU07530008";"BU07530008";"     940";"    1150";"     670"
"2525";"BU07530009";"BU07530009";"    1020";"    1140";"     910"
"2526";"BU07530010";"BU07530010";"       .";"       .";"       ."
"2527";"BU07530011";"BU07530011";"       .";"       .";"       ."
"2528";"BU07530012";"BU07530012";"       .";"       .";"       ."
"2529";"BU07530013";"BU07530013";"     500";"    1050";"    1310"
"2530";"BU07530014";"BU07530014";"     720";"    1010";"    1330"
"2531";"BU07530015";"BU07530015";"     280";"     480";"     230"
"2532";"BU07530016";"BU07530016";"      90";"     380";"     280"
"2533";"BU07530017";"BU07530017";"     290";"     460";"     360"
"2534";"BU07530018";"BU07530018";"      40";"     110";"     250"
"2535";"BU07530019";"BU07530019";"      40";"     150";"     110"
"2536";"GM0209    ";"GM0209    ";"    5530";"    8940";"    5700"
"2537";"WK020901  ";"WK020901  ";"    3700";"    5880";"    3920"
"2538";"BU02090100";"BU02090100";"      60";"     200";"     130"
"2539";"BU02090101";"BU02090101";"       .";"       .";"       ."
"2540";"BU02090110";"BU02090110";"       .";"       .";"       ."
"2541";"BU02090111";"BU02090111";"     150";"     200";"     200"
"2542";"BU02090112";"BU02090112";"     420";"     520";"     250"
"2543";"BU02090113";"BU02090113";"      70";"     110";"     150"
"2544";"BU02090114";"BU02090114";"      20";"      60";"      30"
"2545";"BU02090121";"BU02090121";"     230";"     300";"     160"
"2546";"BU02090122";"BU02090122";"       .";"       .";"       ."
"2547";"BU02090123";"BU02090123";"     100";"     120";"      90"
"2548";"BU02090124";"BU02090124";"     100";"     280";"     110"
"2549";"BU02090125";"BU02090125";"      20";"     120";"      30"
"2550";"BU02090126";"BU02090126";"      40";"     110";"      90"
"2551";"BU02090131";"BU02090131";"       .";"       .";"       ."
"2552";"BU02090141";"BU02090141";"     180";"     240";"      70"
"2553";"BU02090142";"BU02090142";"     400";"     440";"     150"
"2554";"BU02090143";"BU02090143";"     190";"     280";"      90"
