"ID";"WijkenEnBuurten";"Codering_3";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66"
"0";"NL00      ";"NL00      ";" 3663210";" 5505600";" 4100340"
"1";"GM1680    ";"GM1680    ";"    4570";"    8800";"    5790"
"2";"WK168000  ";"WK168000  ";"     560";"    1270";"     830"
"3";"BU16800000";"BU16800000";"     530";"    1210";"     790"
"4";"BU16800009";"BU16800009";"      20";"      60";"      40"
"5";"WK168001  ";"WK168001  ";"     190";"     590";"     340"
"6";"BU16800100";"BU16800100";"     180";"     510";"     290"
"7";"BU16800109";"BU16800109";"      20";"      80";"      50"
"8";"WK168002  ";"WK168002  ";"      70";"     100";"     130"
"9";"BU16800200";"BU16800200";"      60";"      80";"     100"
"10";"BU16800209";"BU16800209";"      10";"      20";"      30"
"11";"WK168003  ";"WK168003  ";"      30";"     180";"     120"
"12";"BU16800300";"BU16800300";"       .";"       .";"       ."
"13";"BU16800309";"BU16800309";"       .";"       .";"       ."
"14";"WK168004  ";"WK168004  ";"      40";"      90";"      90"
"15";"BU16800400";"BU16800400";"       .";"       .";"       ."
"16";"BU16800409";"BU16800409";"       .";"       .";"       ."
"17";"WK168005  ";"WK168005  ";"      70";"     150";"     220"
"18";"BU16800500";"BU16800500";"      50";"     140";"     210"
"19";"BU16800509";"BU16800509";"      10";"      10";"      10"
"20";"WK168006  ";"WK168006  ";"      80";"     170";"     120"
"21";"BU16800600";"BU16800600";"       .";"       .";"       ."
"22";"BU16800609";"BU16800609";"       .";"       .";"       ."
"23";"WK168007  ";"WK168007  ";"      40";"      70";"      20"
"24";"BU16800700";"BU16800700";"      40";"      70";"      20"
"25";"BU16800709";"BU16800709";"       .";"       .";"       ."
"26";"WK168008  ";"WK168008  ";"      20";"      30";"      30"
"27";"BU16800800";"BU16800800";"       .";"       .";"       ."
"28";"BU16800809";"BU16800809";"       .";"       .";"       ."
"29";"WK168009  ";"WK168009  ";"      20";"      30";"      50"
"30";"BU16800900";"BU16800900";"       .";"       .";"       ."
"31";"BU16800909";"BU16800909";"       .";"       .";"       ."
"32";"WK168011  ";"WK168011  ";"      90";"     150";"      70"
"33";"BU16801100";"BU16801100";"       .";"       .";"       ."
"34";"BU16801109";"BU16801109";"       .";"       .";"       ."
"35";"WK168012  ";"WK168012  ";"      60";"      90";"      50"
"36";"BU16801200";"BU16801200";"       .";"       .";"       ."
"37";"BU16801209";"BU16801209";"       .";"       .";"       ."
"38";"WK168013  ";"WK168013  ";"      10";"      30";"      60"
"39";"BU16801300";"BU16801300";"       .";"       .";"       ."
"40";"BU16801309";"BU16801309";"       .";"       .";"       ."
"41";"WK168014  ";"WK168014  ";"     370";"     590";"     440"
"42";"BU16801400";"BU16801400";"     280";"     480";"     340"
"43";"BU16801401";"BU16801401";"      30";"      30";"      50"
"44";"BU16801409";"BU16801409";"      60";"      90";"      40"
"45";"WK168015  ";"WK168015  ";"     490";"     650";"     300"
"46";"BU16801500";"BU16801500";"     480";"     630";"     290"
"47";"BU16801501";"BU16801501";"      10";"      20";"      10"
"48";"BU16801509";"BU16801509";"       .";"       .";"       ."
"49";"WK168016  ";"WK168016  ";"     110";"     320";"     110"
"50";"BU16801600";"BU16801600";"     110";"     280";"     110"
"51";"BU16801601";"BU16801601";"       .";"       .";"       ."
"52";"BU16801609";"BU16801609";"       .";"       .";"       ."
"53";"WK168017  ";"WK168017  ";"     850";"    1720";"    1080"
"54";"BU16801700";"BU16801700";"     840";"    1700";"     980"
"55";"BU16801709";"BU16801709";"      10";"      20";"      90"
"56";"WK168018  ";"WK168018  ";"     370";"     410";"     190"
"57";"BU16801800";"BU16801800";"     210";"     210";"     100"
"58";"BU16801801";"BU16801801";"      40";"      30";"      20"
"59";"BU16801802";"BU16801802";"      90";"     100";"      20"
"60";"BU16801809";"BU16801809";"      40";"      80";"      50"
"61";"WK168019  ";"WK168019  ";"     810";"    1590";"    1110"
"62";"BU16801900";"BU16801900";"     620";"    1170";"     820"
"63";"BU16801901";"BU16801901";"      20";"      60";"      40"
"64";"BU16801902";"BU16801902";"      20";"       0";"      30"
"65";"BU16801903";"BU16801903";"      10";"      40";"      20"
"66";"BU16801908";"BU16801908";"     120";"     260";"     150"
"67";"BU16801909";"BU16801909";"      20";"      60";"      40"
"68";"WK168020  ";"WK168020  ";"     210";"     380";"     300"
"69";"BU16802000";"BU16802000";"     100";"     210";"     170"
"70";"BU16802001";"BU16802001";"      20";"      60";"      60"
"71";"BU16802008";"BU16802008";"      30";"      10";"      10"
"72";"BU16802009";"BU16802009";"      50";"     110";"      50"
"73";"WK168021  ";"WK168021  ";"      60";"     190";"     150"
"74";"BU16802100";"BU16802100";"      40";"      90";"      90"
"75";"BU16802101";"BU16802101";"      10";"      40";"      30"
"76";"BU16802109";"BU16802109";"      10";"      60";"      40"
"77";"GM0358    ";"GM0358    ";"    6800";"   10200";"    6660"
"78";"WK035800  ";"WK035800  ";"    2800";"    3990";"    2560"
"79";"BU03580000";"BU03580000";"     530";"     720";"     690"
"80";"BU03580001";"BU03580001";"    1580";"    2070";"    1290"
"81";"BU03580004";"BU03580004";"     520";"     890";"     390"
"82";"BU03580005";"BU03580005";"     140";"     330";"     200"
"83";"WK035801  ";"WK035801  ";"    1960";"    3160";"    1890"
"84";"BU03580100";"BU03580100";"    1960";"    3160";"    1890"
"85";"WK035802  ";"WK035802  ";"    2050";"    3060";"    2210"
"86";"BU03580200";"BU03580200";"     200";"     400";"     150"
"87";"BU03580201";"BU03580201";"     170";"     260";"     190"
"88";"BU03580205";"BU03580205";"    1600";"    2270";"    1740"
"89";"BU03580206";"BU03580206";"      70";"     130";"     140"
"90";"GM0197    ";"GM0197    ";"    6040";"    9810";"    4350"
"91";"WK019701  ";"WK019701  ";"     850";"    1570";"     690"
"92";"BU01970101";"BU01970101";"      20";"      50";"      30"
"93";"BU01970102";"BU01970102";"     150";"     140";"      90"
"94";"BU01970103";"BU01970103";"      80";"     140";"      50"
"95";"BU01970104";"BU01970104";"      70";"     210";"      80"
"96";"BU01970105";"BU01970105";"      30";"      60";"      30"
"97";"BU01970106";"BU01970106";"      20";"      60";"      40"
"98";"BU01970107";"BU01970107";"      50";"     100";"      60"
"99";"BU01970108";"BU01970108";"     130";"     270";"      80"
"100";"BU01970109";"BU01970109";"      30";"      50";"      10"
"101";"BU01970110";"BU01970110";"     100";"     220";"     160"
"102";"BU01970111";"BU01970111";"     110";"     250";"      70"
"103";"BU01970112";"BU01970112";"      10";"      30";"      20"
"104";"WK019702  ";"WK019702  ";"     370";"     720";"     390"
"105";"BU01970201";"BU01970201";"      40";"      80";"      50"
"106";"BU01970202";"BU01970202";"      30";"      90";"      40"
"107";"BU01970203";"BU01970203";"      10";"      20";"      30"
"108";"BU01970204";"BU01970204";"     290";"     540";"     270"
"109";"WK019703  ";"WK019703  ";"    2820";"    4560";"    2060"
"110";"BU01970301";"BU01970301";"     490";"     710";"     300"
"111";"BU01970302";"BU01970302";"     570";"     910";"     310"
"112";"BU01970303";"BU01970303";"     310";"     680";"     230"
"113";"BU01970304";"BU01970304";"     570";"     890";"     450"
"114";"BU01970305";"BU01970305";"     130";"     310";"     250"
"115";"BU01970306";"BU01970306";"     200";"     400";"     160"
"116";"BU01970307";"BU01970307";"     530";"     670";"     370"
"117";"WK019704  ";"WK019704  ";"    1990";"    2960";"    1210"
"118";"BU01970400";"BU01970400";"     770";"     890";"     280"
"119";"BU01970401";"BU01970401";"     440";"     660";"     280"
"120";"BU01970402";"BU01970402";"     560";"     900";"     410"
"121";"BU01970403";"BU01970403";"      60";"     150";"      50"
"122";"BU01970408";"BU01970408";"      50";"     100";"      50"
"123";"BU01970409";"BU01970409";"     110";"     260";"     140"
"124";"GM0059    ";"GM0059    ";"    7360";"   10110";"    3300"
"125";"WK005900  ";"WK005900  ";"    2960";"    4300";"    1540"
"126";"BU00590000";"BU00590000";"    1040";"    1690";"     930"
"127";"BU00590001";"BU00590001";"     330";"     370";"      80"
"128";"BU00590002";"BU00590002";"     620";"     810";"     120"
"129";"BU00590003";"BU00590003";"     490";"     600";"      90"
"130";"BU00590004";"BU00590004";"     150";"     300";"      70"
"131";"BU00590005";"BU00590005";"     170";"     220";"     120"
"132";"BU00590006";"BU00590006";"      10";"      50";"      10"
"133";"BU00590007";"BU00590007";"      80";"     150";"      40"
"134";"BU00590008";"BU00590008";"      70";"      80";"      40"
"135";"BU00590009";"BU00590009";"      20";"      20";"      10"
"136";"WK005901  ";"WK005901  ";"     870";"    1290";"     360"
"137";"BU00590100";"BU00590100";"      70";"     110";"      20"
"138";"BU00590102";"BU00590102";"     410";"     580";"     170"
"139";"BU00590103";"BU00590103";"     300";"     410";"     100"
"140";"BU00590107";"BU00590107";"      10";"      20";"      10"
"141";"BU00590108";"BU00590108";"      20";"     100";"      30"
"142";"BU00590109";"BU00590109";"      50";"      80";"      20"
"143";"WK005902  ";"WK005902  ";"    3530";"    4520";"    1400"
"144";"BU00590200";"BU00590200";"    1390";"    1950";"     610"
"145";"BU00590201";"BU00590201";"    1300";"    1420";"     310"
"146";"BU00590202";"BU00590202";"     210";"     350";"     120"
"147";"BU00590203";"BU00590203";"     270";"     230";"      70"
"148";"BU00590206";"BU00590206";"      80";"     190";"      70"
"149";"BU00590207";"BU00590207";"      90";"      80";"      60"
"150";"BU00590208";"BU00590208";"      60";"     140";"     100"
"151";"BU00590209";"BU00590209";"     100";"     170";"      80"
"152";"GM0482    ";"GM0482    ";"    4660";"    6710";"    3100"
"153";"WK048201  ";"WK048201  ";"     970";"    1630";"     790"
"154";"BU04820101";"BU04820101";"     160";"     240";"     190"
"155";"BU04820102";"BU04820102";"     190";"     180";"      50"
"156";"BU04820103";"BU04820103";"     300";"     610";"     250"
"157";"BU04820104";"BU04820104";"     120";"     190";"      90"
"158";"BU04820105";"BU04820105";"     200";"     410";"     200"
"159";"WK048202  ";"WK048202  ";"     940";"    1290";"     600"
"160";"BU04820201";"BU04820201";"     140";"     170";"     130"
"161";"BU04820202";"BU04820202";"     300";"     490";"     150"
"162";"BU04820203";"BU04820203";"       .";"       .";"       ."
"163";"BU04820204";"BU04820204";"       .";"       .";"       ."
"164";"BU04820205";"BU04820205";"     240";"     290";"     130"
"165";"BU04820206";"BU04820206";"     140";"     180";"     100"
"166";"WK048203  ";"WK048203  ";"    1830";"    2650";"    1080"
"167";"BU04820301";"BU04820301";"     180";"     370";"     210"
"168";"BU04820302";"BU04820302";"      80";"     250";"     150"
"169";"BU04820303";"BU04820303";"     240";"     340";"     180"
"170";"BU04820304";"BU04820304";"     210";"     250";"     140"
"171";"BU04820305";"BU04820305";"     270";"     280";"      90"
"172";"BU04820306";"BU04820306";"     410";"     550";"     170"
"173";"BU04820307";"BU04820307";"     460";"     620";"     130"
"174";"WK048204  ";"WK048204  ";"     820";"    1050";"     610"
"175";"BU04820401";"BU04820401";"     260";"     380";"     200"
"176";"BU04820402";"BU04820402";"     420";"     460";"     270"
"177";"BU04820403";"BU04820403";"      30";"      80";"     110"
"178";"BU04820404";"BU04820404";"     110";"     130";"      20"
"179";"WK048205  ";"WK048205  ";"      30";"      10";"      10"
"180";"BU04820501";"BU04820501";"       .";"       .";"       ."
"181";"BU04820502";"BU04820502";"       .";"       .";"       ."
"182";"BU04820503";"BU04820503";"       .";"       .";"       ."
"183";"WK048206  ";"WK048206  ";"      70";"      60";"      20"
"184";"BU04820601";"BU04820601";"       .";"       .";"       ."
"185";"BU04820602";"BU04820602";"       .";"       .";"       ."
"186";"BU04820603";"BU04820603";"       .";"       .";"       ."
"187";"BU04820604";"BU04820604";"      30";"      40";"      10"
"188";"GM0613    ";"GM0613    ";"    4750";"    8500";"    6170"
"189";"WK061301  ";"WK061301  ";"     450";"     990";"     680"
"190";"BU06130101";"BU06130101";"     400";"     910";"     620"
"191";"BU06130102";"BU06130102";"      20";"      20";"      10"
"192";"BU06130103";"BU06130103";"      20";"      10";"      20"
"193";"BU06130104";"BU06130104";"      10";"      50";"      30"
"194";"WK061302  ";"WK061302  ";"     360";"     650";"     520"
"195";"BU06130205";"BU06130205";"     360";"     630";"     510"
"196";"BU06130207";"BU06130207";"       .";"      20";"      20"
"197";"WK061303  ";"WK061303  ";"    1630";"    2400";"    1380"
"198";"BU06130308";"BU06130308";"     210";"     310";"     200"
"199";"BU06130309";"BU06130309";"     330";"     720";"     420"
"200";"BU06130310";"BU06130310";"     170";"     310";"     190"
"201";"BU06130311";"BU06130311";"     580";"     830";"     460"
"202";"BU06130312";"BU06130312";"     300";"     220";"     110"
"203";"BU06130313";"BU06130313";"      20";"      20";"      10"
"204";"WK061304  ";"WK061304  ";"    1000";"    1950";"    1730"
"205";"BU06130414";"BU06130414";"     240";"     460";"     400"
"206";"BU06130415";"BU06130415";"     210";"     310";"     360"
"207";"BU06130416";"BU06130416";"      20";"      30";"      60"
"208";"BU06130417";"BU06130417";"     140";"     260";"     210"
"209";"BU06130418";"BU06130418";"     180";"     350";"     420"
"210";"BU06130419";"BU06130419";"     170";"     490";"     250"
"211";"BU06130420";"BU06130420";"      50";"      30";"      50"
"212";"WK061305  ";"WK061305  ";"      30";"     120";"      60"
"213";"BU06130521";"BU06130521";"       .";"       .";"       ."
"214";"BU06130522";"BU06130522";"       .";"       .";"       ."
"215";"WK061306  ";"WK061306  ";"    1290";"    2390";"    1790"
"216";"BU06130623";"BU06130623";"     400";"     670";"     530"
"217";"BU06130624";"BU06130624";"     250";"     500";"     460"
"218";"BU06130625";"BU06130625";"      40";"      30";"      30"
"219";"BU06130626";"BU06130626";"     610";"    1200";"     760"
"220";"WK061307  ";"WK061307  ";"       .";"       .";"       ."
"221";"BU06130706";"BU06130706";"       .";"       .";"       ."
"222";"GM0361    ";"GM0361    ";"   22230";"   35710";"   26140"
"223";"WK036101  ";"WK036101  ";"    2660";"    4080";"    3860"
"224";"BU03610100";"BU03610100";"     640";"     570";"     250"
"225";"BU03610101";"BU03610101";"     230";"     410";"     240"
"226";"BU03610102";"BU03610102";"     440";"     660";"     500"
"227";"BU03610103";"BU03610103";"     270";"     260";"     130"
"228";"BU03610104";"BU03610104";"     220";"     330";"     510"
"229";"BU03610105";"BU03610105";"     180";"     370";"     570"
"230";"BU03610106";"BU03610106";"     140";"     400";"     410"
"231";"BU03610107";"BU03610107";"      60";"     140";"     190"
"232";"BU03610108";"BU03610108";"     340";"     590";"     460"
"233";"BU03610109";"BU03610109";"     150";"     360";"     590"
"234";"WK036102  ";"WK036102  ";"    2710";"    4100";"    3390"
"235";"BU03610200";"BU03610200";"     430";"     630";"     710"
"236";"BU03610201";"BU03610201";"     370";"     700";"     520"
"237";"BU03610202";"BU03610202";"     310";"     540";"     500"
"238";"BU03610203";"BU03610203";"     410";"     600";"     380"
"239";"BU03610204";"BU03610204";"     640";"     640";"     380"
"240";"BU03610205";"BU03610205";"      80";"     170";"     130"
"241";"BU03610206";"BU03610206";"     240";"     390";"     270"
"242";"BU03610208";"BU03610208";"     200";"     400";"     510"
"243";"BU03610209";"BU03610209";"      20";"      30";"       0"
"244";"WK036103  ";"WK036103  ";"    2390";"    2610";"    1090"
"245";"BU03610300";"BU03610300";"     760";"     850";"     460"
"246";"BU03610301";"BU03610301";"       .";"       .";"       ."
"247";"BU03610302";"BU03610302";"    1100";"     930";"     220"
"248";"BU03610303";"BU03610303";"     230";"     510";"     240"
"249";"BU03610308";"BU03610308";"       .";"       .";"       ."
"250";"BU03610309";"BU03610309";"       .";"       .";"       ."
"251";"WK036104  ";"WK036104  ";"    2290";"    3880";"    3230"
"252";"BU03610400";"BU03610400";"     980";"    1080";"     460"
"253";"BU03610401";"BU03610401";"     590";"    1310";"     840"
"254";"BU03610402";"BU03610402";"     250";"     460";"     430"
"255";"BU03610403";"BU03610403";"     200";"     430";"     730"
"256";"BU03610404";"BU03610404";"     200";"     530";"     700"
"257";"BU03610409";"BU03610409";"      60";"      80";"      70"
"258";"WK036105  ";"WK036105  ";"    1630";"    2380";"    1620"
"259";"BU03610500";"BU03610500";"     630";"     900";"     500"
"260";"BU03610501";"BU03610501";"     150";"     180";"      30"
"261";"BU03610502";"BU03610502";"     490";"     680";"     670"
"262";"BU03610503";"BU03610503";"     360";"     640";"     390"
"263";"WK036106  ";"WK036106  ";"    3510";"    5570";"    3090"
"264";"BU03610600";"BU03610600";"     810";"    1260";"     880"
"265";"BU03610601";"BU03610601";"     690";"    1150";"     570"
"266";"BU03610602";"BU03610602";"     690";"    1160";"     610"
"267";"BU03610603";"BU03610603";"     740";"    1110";"     690"
"268";"BU03610604";"BU03610604";"     580";"     880";"     350"
"269";"WK036107  ";"WK036107  ";"    2910";"    4640";"    2600"
"270";"BU03610700";"BU03610700";"     720";"     890";"     590"
"271";"BU03610701";"BU03610701";"     700";"    1040";"     490"
"272";"BU03610702";"BU03610702";"     490";"     870";"     520"
"273";"BU03610703";"BU03610703";"       .";"       .";"       ."
"274";"BU03610704";"BU03610704";"     490";"     930";"     520"
"275";"BU03610709";"BU03610709";"       .";"       .";"       ."
"276";"WK036108  ";"WK036108  ";"    1110";"    2940";"    3410"
"277";"BU03610800";"BU03610800";"     330";"     970";"    1250"
"278";"BU03610801";"BU03610801";"     380";"    1090";"    1270"
"279";"BU03610802";"BU03610802";"     330";"     750";"     740"
"280";"BU03610803";"BU03610803";"      60";"     140";"     150"
"281";"WK036109  ";"WK036109  ";"    1070";"    1950";"    1260"
"282";"BU03610900";"BU03610900";"     160";"     190";"     140"
"283";"BU03610901";"BU03610901";"      10";"      40";"      20"
"284";"BU03610902";"BU03610902";"     370";"     650";"     530"
"285";"BU03610903";"BU03610903";"     210";"     520";"     230"
"286";"BU03610904";"BU03610904";"     140";"     240";"     110"
"287";"BU03610905";"BU03610905";"      40";"      60";"      80"
"288";"BU03610906";"BU03610906";"     160";"     240";"     150"
"289";"WK036110  ";"WK036110  ";"    1180";"    2340";"    1380"
"290";"BU03611000";"BU03611000";"       0";"      20";"      40"
"291";"BU03611001";"BU03611001";"     150";"     270";"     180"
"292";"BU03611002";"BU03611002";"     200";"     290";"     140"
"293";"BU03611003";"BU03611003";"     690";"    1470";"     890"
"294";"BU03611004";"BU03611004";"      20";"      70";"      40"
"295";"BU03611005";"BU03611005";"      40";"      90";"      40"
"296";"BU03611006";"BU03611006";"      70";"     130";"      60"
"297";"WK036111  ";"WK036111  ";"     710";"    1230";"    1270"
"298";"BU03611100";"BU03611100";"     590";"     910";"     960"
"299";"BU03611101";"BU03611101";"     120";"     330";"     310"
"300";"GM0141    ";"GM0141    ";"   18850";"   24570";"   11920"
"301";"WK014110  ";"WK014110  ";"    1500";"    1740";"    1000"
"302";"BU01411000";"BU01411000";"     550";"     800";"     550"
"303";"BU01411001";"BU01411001";"     360";"     530";"     360"
"304";"BU01411002";"BU01411002";"     350";"     190";"      60"
"305";"BU01411003";"BU01411003";"     220";"     250";"      40"
"306";"WK014111  ";"WK014111  ";"    2320";"    2390";"     780"
"307";"BU01411100";"BU01411100";"     150";"     170";"     100"
"308";"BU01411101";"BU01411101";"     350";"     220";"      40"
"309";"BU01411102";"BU01411102";"     300";"     480";"     170"
"310";"BU01411103";"BU01411103";"     640";"     720";"     150"
"311";"BU01411104";"BU01411104";"     130";"     120";"      20"
"312";"BU01411105";"BU01411105";"     340";"     190";"      30"
"313";"BU01411106";"BU01411106";"     290";"     350";"     200"
"314";"BU01411109";"BU01411109";"     110";"     160";"      70"
"315";"WK014112  ";"WK014112  ";"    1080";"    1950";"    1180"
"316";"BU01411200";"BU01411200";"     300";"     360";"     180"
"317";"BU01411201";"BU01411201";"     290";"     610";"     490"
"318";"BU01411202";"BU01411202";"     280";"     610";"     210"
"319";"BU01411209";"BU01411209";"     230";"     380";"     300"
"320";"WK014113  ";"WK014113  ";"    1730";"    2020";"    1140"
"321";"BU01411300";"BU01411300";"     480";"     600";"     300"
"322";"BU01411301";"BU01411301";"     180";"     440";"     390"
"323";"BU01411302";"BU01411302";"     240";"     250";"      40"
"324";"BU01411303";"BU01411303";"     610";"     410";"     100"
"325";"BU01411309";"BU01411309";"     180";"     320";"     340"
"326";"WK014114  ";"WK014114  ";"    1940";"    2050";"     730"
"327";"BU01411400";"BU01411400";"     260";"     190";"      70"
"328";"BU01411401";"BU01411401";"      30";"     110";"     110"
"329";"BU01411402";"BU01411402";"     410";"     200";"      40"
"330";"BU01411403";"BU01411403";"     350";"     230";"      60"
"331";"BU01411404";"BU01411404";"      70";"     140";"     130"
"332";"BU01411405";"BU01411405";"     630";"     620";"     120"
"333";"BU01411406";"BU01411406";"     160";"     370";"     140"
"334";"BU01411409";"BU01411409";"      40";"     150";"      60"
"335";"WK014115  ";"WK014115  ";"    1410";"     830";"     130"
"336";"BU01411500";"BU01411500";"     470";"     350";"      60"
"337";"BU01411501";"BU01411501";"     350";"     170";"      20"
"338";"BU01411502";"BU01411502";"     310";"     150";"      20"
"339";"BU01411503";"BU01411503";"     270";"     160";"      30"
"340";"WK014116  ";"WK014116  ";"    2190";"    2350";"     690"
"341";"BU01411600";"BU01411600";"     360";"     300";"      50"
"342";"BU01411601";"BU01411601";"     340";"     340";"     100"
"343";"BU01411602";"BU01411602";"     340";"     270";"      60"
"344";"BU01411603";"BU01411603";"     350";"     450";"     160"
"345";"BU01411604";"BU01411604";"     530";"     770";"     140"
"346";"BU01411605";"BU01411605";"     300";"     220";"     180"
"347";"WK014117  ";"WK014117  ";"     570";"    1210";"     890"
"348";"BU01411700";"BU01411700";"      70";"     130";"     160"
"349";"BU01411701";"BU01411701";"     220";"     470";"     220"
"350";"BU01411702";"BU01411702";"      60";"     100";"     130"
"351";"BU01411703";"BU01411703";"     210";"     430";"     370"
"352";"BU01411709";"BU01411709";"      10";"      60";"      10"
"353";"WK014118  ";"WK014118  ";"    2700";"    3730";"    1570"
"354";"BU01411800";"BU01411800";"       .";"       .";"       ."
"355";"BU01411801";"BU01411801";"     470";"     460";"     100"
"356";"BU01411802";"BU01411802";"     510";"     740";"     260"
"357";"BU01411803";"BU01411803";"     550";"     530";"     160"
"358";"BU01411804";"BU01411804";"     280";"     500";"     250"
"359";"BU01411805";"BU01411805";"     680";"    1040";"     610"
"360";"BU01411806";"BU01411806";"       .";"       .";"       ."
"361";"WK014119  ";"WK014119  ";"    2850";"    5030";"    3050"
"362";"BU01411900";"BU01411900";"      30";"     100";"     220"
"363";"BU01411901";"BU01411901";"     420";"     550";"     170"
"364";"BU01411902";"BU01411902";"     400";"     610";"     160"
"365";"BU01411903";"BU01411903";"     410";"     570";"     310"
"366";"BU01411904";"BU01411904";"     180";"     490";"     310"
"367";"BU01411905";"BU01411905";"     250";"     470";"     220"
"368";"BU01411906";"BU01411906";"     350";"     610";"     400"
"369";"BU01411907";"BU01411907";"     200";"     410";"     200"
"370";"BU01411908";"BU01411908";"     120";"     220";"     140"
"371";"BU01411909";"BU01411909";"     380";"     680";"     610"
"372";"BU01411910";"BU01411910";"     110";"     330";"     270"
"373";"WK014120  ";"WK014120  ";"     370";"     540";"     250"
"374";"BU01412000";"BU01412000";"       .";"       .";"       ."
"375";"BU01412001";"BU01412001";"     330";"     350";"     160"
"376";"BU01412002";"BU01412002";"       .";"       .";"       ."
"377";"BU01412009";"BU01412009";"       .";"       .";"       ."
"378";"WK014121  ";"WK014121  ";"     340";"     680";"     390"
"379";"BU01412100";"BU01412100";"     190";"     370";"     200"
"380";"BU01412109";"BU01412109";"     140";"     320";"     190"
"381";"GM0034    ";"GM0034    ";"   46670";"   73130";"   46290"
"382";"WK003401  ";"WK003401  ";"    5600";"    7550";"    4610"
"383";"BU00340101";"BU00340101";"     510";"     450";"     170"
"384";"BU00340102";"BU00340102";"     780";"     890";"     510"
"385";"BU00340103";"BU00340103";"     710";"     790";"     310"
"386";"BU00340104";"BU00340104";"     530";"     800";"     420"
"387";"BU00340105";"BU00340105";"     500";"     810";"     460"
"388";"BU00340106";"BU00340106";"     570";"     930";"     740"
"389";"BU00340107";"BU00340107";"     530";"    1060";"     550"
"390";"BU00340108";"BU00340108";"    1090";"    1190";"     400"
"391";"BU00340109";"BU00340109";"     260";"     360";"     610"
"392";"BU00340110";"BU00340110";"      60";"      90";"     250"
"393";"BU00340111";"BU00340111";"      90";"     190";"     120"
"394";"BU00340171";"BU00340171";"       .";"       .";"       ."
"395";"BU00340173";"BU00340173";"       .";"       .";"       ."
"396";"BU00340199";"BU00340199";"       .";"       .";"       ."
"397";"WK003402  ";"WK003402  ";"   24710";"   38090";"   23340"
"398";"BU00340201";"BU00340201";"     980";"    1470";"    1390"
"399";"BU00340202";"BU00340202";"    2130";"    3850";"    2490"
"400";"BU00340203";"BU00340203";"    1430";"    2050";"    1070"
"401";"BU00340204";"BU00340204";"    1130";"    1920";"    1380"
"402";"BU00340205";"BU00340205";"     740";"    1300";"     840"
"403";"BU00340206";"BU00340206";"    1890";"    2750";"    1370"
"404";"BU00340207";"BU00340207";"    1680";"    2290";"    1050"
"405";"BU00340208";"BU00340208";"    1980";"    3450";"    2260"
"406";"BU00340209";"BU00340209";"     720";"     880";"     330"
"407";"BU00340210";"BU00340210";"    2020";"    2850";"    1400"
"408";"BU00340211";"BU00340211";"    3240";"    3370";"    1340"
"409";"BU00340212";"BU00340212";"    2110";"    3760";"    2720"
"410";"BU00340213";"BU00340213";"    1350";"    2550";"    1140"
"411";"BU00340214";"BU00340214";"    2060";"    3470";"    2050"
"412";"BU00340215";"BU00340215";"    1240";"    2160";"    2450"
"413";"BU00340271";"BU00340271";"       .";"       .";"       ."
"414";"BU00340272";"BU00340272";"       .";"       .";"       ."
"415";"BU00340273";"BU00340273";"       .";"       .";"       ."
"416";"BU00340274";"BU00340274";"       .";"       .";"       ."
"417";"BU00340275";"BU00340275";"       .";"       .";"       ."
"418";"BU00340276";"BU00340276";"       .";"       .";"       ."
"419";"BU00340299";"BU00340299";"       .";"       .";"       ."
"420";"WK003403  ";"WK003403  ";"   12840";"   20500";"   11270"
"421";"BU00340301";"BU00340301";"     460";"     780";"     350"
"422";"BU00340302";"BU00340302";"    1410";"    2080";"    1110"
"423";"BU00340303";"BU00340303";"     980";"    2010";"    1070"
"424";"BU00340304";"BU00340304";"    1090";"    1440";"     540"
"425";"BU00340305";"BU00340305";"    1080";"    1780";"     610"
"426";"BU00340306";"BU00340306";"     750";"    1470";"    1020"
"427";"BU00340307";"BU00340307";"    1070";"    1580";"     910"
"428";"BU00340308";"BU00340308";"    1170";"    2000";"     940"
"429";"BU00340309";"BU00340309";"    1350";"    1890";"    1050"
"430";"BU00340310";"BU00340310";"     520";"     850";"     370"
"431";"BU00340311";"BU00340311";"    1360";"    1860";"    1440"
"432";"BU00340312";"BU00340312";"    1370";"    2280";"    1480"
"433";"BU00340313";"BU00340313";"     180";"     350";"     270"
"434";"BU00340371";"BU00340371";"       .";"       .";"       ."
"435";"BU00340372";"BU00340372";"       .";"       .";"       ."
"436";"BU00340373";"BU00340373";"      50";"      70";"      50"
"437";"BU00340399";"BU00340399";"       .";"       .";"       ."
"438";"WK003404  ";"WK003404  ";"    2820";"    5250";"    4790"
"439";"BU00340401";"BU00340401";"     970";"    1510";"     970"
"440";"BU00340402";"BU00340402";"     570";"     970";"     760"
"441";"BU00340403";"BU00340403";"     950";"    2080";"    2290"
"442";"BU00340404";"BU00340404";"       .";"       .";"       ."
"443";"BU00340405";"BU00340405";"     200";"     520";"     690"
"444";"BU00340471";"BU00340471";"       .";"       .";"       ."
"445";"BU00340472";"BU00340472";"       .";"       .";"       ."
"446";"BU00340473";"BU00340473";"       .";"       .";"       ."
"447";"BU00340499";"BU00340499";"       .";"       .";"       ."
"448";"WK003405  ";"WK003405  ";"     710";"    1740";"    2210"
"449";"BU00340502";"BU00340502";"     170";"     340";"     580"
